25万,116.1万,不吉波普不笑,2027万,"小说改,奇幻,校园,声控"
85.8万,139.7万,弹丸论破3 -未来篇-,2932.6万,"热血,智斗,推理"
63.5万,143.8万,EVA 新世纪福音战士,2305.6万,"科幻,机战,战斗"
47.2万,119.1万,时钟机关之星,2511.3万,"小说改,科幻,架空"
61.8万,118.1万,樱子小姐的脚下埋着秘密,2358.3万,"智斗,日常,推理"
13.7万,118.9万,ReLIFE,792.9万,"校园,恋爱,搞笑,治愈"
7.8万,115.7万,水果篮子 第二季,675.7万,"漫画改,奇幻,校园,恋爱"
29.6万,106.9万,天狼 Sirius the Jaeger,1326.4万,"战斗,原创,架空,冒险"
108.7万,121.2万,Love Live! Sunshine!!,1556.5万,"音乐,偶像"
25.4万,105.4万,DARLING in the FRANXX（僅限港澳台地區）,544.2万,"科幻,原创,架空"
62.1万,110.5万,幻想嘉年华,1828万,"日常,泡面,奇幻"
34.5万,282万,CLANNAD ～AFTER STORY～,1238.7万,"时泪,校园,治愈,催泪"
386.5万,224.6万,我的妹妹不可能那么可爱 第二季,2622.7万,"日常,萌系,校园,小说改"
97.9万,123.5万,赤发白雪姬 第一季,2372.7万,"少女,奇幻,架空"
44.4万,108.4万,噬神者,2988.3万,"奇幻,科幻,热血,游戏改"
20.4万,107.6万,电波女与青春男,665.2万,"萌系,日常,小说改"
29.3万,122万,关于完全听不懂老公在说什么的事 第一季,5667.6万,"日常,泡面"
27.7万,110.4万,灰与幻想的格林姆迦尔 ,1062.5万,"奇幻,战斗,小说改,励志"
35.2万,124.2万,3月的狮子,2002.7万,"漫画改,恋爱,日常,励志"
25万,107.9万,索玛丽与森林之神,1511.3万,"漫画改,奇幻,治愈,萌系"
83.8万,231.1万,请问您今天要来点兔子吗？？,2020.4万,"萌系,日常,美食,萝莉"
56.9万,108.6万,来自风平浪静的明天,965.7万,"奇幻,治愈,催泪,恋爱"
97.3万,125.3万,灼眼的夏娜,1286.4万,"校园,战斗,热血,小说改"
64.2万,128.6万,吹响吧！上低音号,2547万,"音乐,校园,少女,励志"
2591,188万,Q版！黑色四叶草,84.5万,"搞笑,萌系,战斗,架空"
7.6万,199.5万,魔法少女小圆 剧场版 [新篇] 叛逆的物语,218.7万,"原创,战斗,奇幻,魔法"
52.4万,102.2万,宝石商人理查德的谜鉴定,1427.8万,"小说改,日常,推理,治愈"
39.8万,102.8万,百炼霸王与圣约女武神,3106.4万,"小说改,奇幻,战斗,架空"
25.5万,110万,UQ HOLDER！悠久持有者！,2445.7万,"热血,战斗,漫画改,冒险"
121.2万,102.7万,学园孤岛,2497.6万,"萌系,校园,冒险,日常"
15万,102.3万,一起一起这里那里,808.8万,"萌系,日常,治愈,萝莉"
100万,101.5万,百武装战记,2399.6万,"恋爱,校园,战斗"
3万,199.5万,魔法少女小圆 剧场版 [前篇] 起始的物语,105.1万,"原创,奇幻,战斗,魔法"
3.7万,121.3万,哆啦A梦 第一季,337.8万,"漫画改,日常,少儿,搞笑"
18.6万,103.1万,只要贝尔哲布布大小姐喜欢就好,1196.9万,"萌系,搞笑,恋爱,奇幻"
103.8万,506.1万,续 夏目友人帐,1713.3万,"奇幻,日常,治愈,催泪"
5.9万,103.2万,我立于百万生命之上,568.7万,"漫画改,穿越"
24.9万,110.5万,狼与香辛料,745.5万,"奇幻,日常,治愈,小说改"
25.8万,108.3万,星之梦,878.1万,"催泪,奇幻,治愈"
64.7万,486.5万,Fate/stay night  06版,1435.1万,"奇幻,战斗,魔法,游戏改"
38.6万,103.2万,动物新世代 / BNA,1704.4万,原创
36.2万,103.3万,多田君不恋爱,1566.4万,"恋爱,原创"
81.1万,118.5万,加速世界,1714.1万,"科幻,校园,战斗,热血"
26.3万,104.8万,刻刻,1696.9万,"科幻,漫画改"
3.9万,105.4万,你与我最后的战场，亦或是世界起始的圣战,488万,"冒险,战斗,奇幻,恋爱"
64.2万,104.9万,濑户的花嫁,1731.2万,"萌系,日常,恋爱"
54.1万,116.7万,黑白来看守所,2865万,"漫画改,搞笑"
61.4万,164万,NEW GAME!!,1516.8万,"职场,漫画改"
16.9万,96.1万,朝花夕誓,874.4万,"奇幻,动画"
76.7万,506.1万,夏目友人帐 肆,1406.3万,"奇幻,日常,治愈,催泪"
46.3万,91.8万,天真与闪电,1553.5万,"日常,治愈,萌系"
41.3万,92.3万,雏子的笔记,1183.6万,"萌系,日常,漫画改"
6.3万,95.4万,魔女之旅,380.3万,"小说改,魔法,奇幻,架空"
83.5万,506.1万,夏目友人帐 参,1473万,"奇幻,日常,治愈,催泪"
81.8万,129.1万,粗点心战争,2241.8万,"日常,搞笑,美食"
2.1万,199.5万,魔法少女小圆 剧场版 [后篇] 永远的物语,84.9万,"原创,战斗,奇幻,魔法"
37.7万,183.3万,Rewrite 2nd Season,1682.1万,"校园,社团,战斗,游戏改"
59.8万,98.1万,白色相簿2,1192.2万,"恋爱,音乐,校园,游戏改"
55.2万,160.9万,魔法少女☆伊莉雅 2WEI HERZ!,2398.7万,"萌系,奇幻,校园,战斗"
3万,99.2万,成神之日,337.1万,"原创,恋爱,催泪"
12.1万,486.5万,Fate/stay night [Unlimited Blade Works] 特典,1007.3万,"奇幻,日常"
12.2万,96.3万,猫咪日常,2300.4万,"漫画改,萌系,日常,泡面"
2.7万,99.4万,在魔王城说晚安,305.6万,"漫画改,奇幻,治愈,搞笑"
57.5万,100.1万,欢迎光临樱兰高校,1943.3万,"搞笑,日常,少女,校园"
290.7万,100.4万,银仙,3252.8万,"萌系,搞笑,日常,治愈"
81.7万,139.7万,弹丸论破3 -绝望篇-,3208.1万,"热血,校园,智斗"
19.8万,86.2万,一周的朋友。,361.7万,"日常,少女,催泪,校园"
33.8万,143.3万,Free!-Dive to the Future-,1154万,"热血,社团,运动,小说改"
49.5万,87.6万,王室教师海涅,1394.1万,"搞笑,漫画改"
13.9万,128.6万,吹响吧！上低音号 第二季,369.3万,"日常,校园,励志,音乐"
14万,84.5万,为美好的世界献上祝福！红传说,513.8万,"小说改,穿越,战斗,搞笑"
18.5万,86.2万,神的记事本,658.7万,"日常,小说改,推理"
77.8万,90.2万,好想告诉你 第一季,1150.2万,"少女,校园,治愈,催泪"
11.5万,89.1万,钢之炼金术师,569.1万,"架空,冒险"
20.9万,86.6万,同居人是猫,1945.6万,"治愈,漫画改,萌系"
44.9万,95.9万,记录的地平线,1631.8万,"奇幻,智斗,架空,穿越"
84万,695.1万,刀剑神域：序列之争,2667.3万,"科幻,动画,冒险"
40.5万,89.4万,农林,858.7万,"萌系,日常,美食,小说改"
57.6万,88.8万,对魔导学园35试验小队,2703.4万,"校园,奇幻,战斗"
9万,92.4万,虫师,547.6万,"奇幻,治愈"
78.3万,92万,小魔女学园 TV版,2584.4万,"原创,冒险"
24.9万,115.7万,水果篮子 (2019),1570.5万,"漫画改,奇幻,校园,恋爱"
24.1万,98万,Little Busters!,775.9万,"校园,日常,治愈,励志"
28.2万,114.1万,终物语,1511.9万,"奇幻,小说改"
14.5万,91万,恋爱研究所,544.2万,"萌系,日常"
32.6万,91.7万,恋爱小行星,1232万,"漫画改,搞笑,日常,治愈"
29万,395.4万,剧场版 中二病也要谈恋爱！ -Take On Me-,486.3万,"小说改,恋爱"
7.9万,79.4万,AIR,405.3万,"奇幻,日常,治愈,催泪"
89.6万,111.4万,黑子的篮球,1527.4万,"运动,热血,声控,社团"
5.8万,107.2万,進擊的巨人 第二季（僅限台灣地區）,256.2万,"奇幻,热血,战斗,漫画改"
36.8万,80.6万,少女编号,1145万,"搞笑,励志,原创,职场"
4.1万,80.1万,敦君与女朋友,1527.7万,"恋爱,漫画改"
86.8万,80.1万,超时空要塞Δ,3162.3万,"机战,科幻,恋爱,战斗"
127.3万,78.9万,我，要成为双马尾。,2669.6万,"奇幻,搞笑,热血,战斗"
56.2万,81.2万,小桃小栗Love Love物语,1618.4万,"恋爱,校园,日常"
53.1万,82.6万,空战魔导士候补生的教官,3329.2万,"奇幻,热血"
28万,85.9万,BLACK★ROCK SHOOTER,570.1万,"科幻,热血,战斗,穿越"
23.3万,90.2万,青之驱魔师,763万,"奇幻,战斗,热血,漫画改"
11.8万,118.9万,ReLIFE 完结篇,872.2万,"恋爱,科幻,校园,漫画改"
27.3万,83.2万,超自然9人组,1323.8万,"小说改,智斗,神魔"
24.9万,82万,恋爱随意链接,466.2万,"日常,少女,校园,小说改"
20.4万,160.9万,魔法少女☆伊莉雅 2WEI!,961.9万,"萌系,校园,战斗,热血"
192.5万,142万,精灵宝可梦 日月,1.3亿,"治愈,游戏改,架空,冒险"
8.3万,121.3万,哆啦A梦：大雄的月球探险记,397.8万,"剧情,动画"
23.5万,173.3万,One Room 第二季,1945.4万,"萌系,恋爱,日常,治愈"
2.1万,91.1万,非枪人生 第二季,362.9万,"漫画改,战斗,科幻"
23万,76.4万,ACCA13区监察课,1054.4万,"漫画改,奇幻,智斗"
17.3万,82.9万,境界线上的地平线,918.6万,"科幻,战斗,小说改,架空"
23.4万,75.5万,一个人的〇〇小日子,1277.7万,"漫画改,日常,萌系,校园"
48.8万,74.8万,GANGSTA.,1706.4万,"战斗,热血"
29.6万,143.3万,Free!,745.2万,"校园,运动"
3341,83.6万,攻壳机动队,34.8万,"漫画改,科幻,战斗"
39.9万,76.1万,樱花任务,1082.8万,"励志,职场,原创"
6.2万,76.1万,云之彼端，约定的地方,452.6万,"少女,治愈"
2.5万,76.3万,被神捡到的男人,276.4万,"穿越,日常,小说改,架空"
16.5万,76.3万,放学后海堤日记,990.3万,"漫画改,搞笑,日常,少女"
40.8万,76.8万,狗与剪刀的正确用法,1087万,"搞笑,奇幻"
84.6万,77.6万,初恋怪兽,1303.4万,"校园,日常"
59.4万,76.5万,青春纪行 / 金色时光,942.2万,"日常,小说改"
19.1万,77.4万,Caligula 卡里古拉,1266万,"战斗,游戏改,科幻"
47.2万,77.3万,苍之彼方的四重奏,1781.4万,"奇幻,运动,游戏改"
9.7万,128.6万,吹响吧！上低音号～誓言的终章～,224.7万,"日常,校园,励志,音乐"
54.4万,81.9万,花开伊吕波,894.5万,"日常,治愈,催泪,原创"
27.1万,78万,绝园的暴风雨,1004.2万,"奇幻,推理,战斗,穿越"
1.3万,128.6万,吹响吧！上低音号～欢迎来到北宇治高中吹奏乐部～,83.5万,"小说改,日常,萌系,校园"
150万,162万,Love Live! School Idol Project（第二季）,2496.6万,"校园,音乐,偶像,社团"
11.9万,72.2万,玛纳利亚的密友（Mysteria Friends）/巴哈姆特之怒/玛娜利亚魔法学院,889.4万,"校园,魔法,游戏改,日常"
52万,73.1万,妖怪公寓的幽雅日常,2061.9万,"日常,神魔"
22.7万,72.2万,弦音 -风舞高中弓道部-,1049.1万,"小说改,校园,社团,运动"
28.4万,73.4万,GJ部,802.4万,"萌系,搞笑,日常,校园"
50.8万,153.1万,黑执事II,724.3万,推理
34.5万,72.3万,来自新世界,703.4万,"奇幻,科幻,架空,小说改"
8.7万,160.9万,Fate/kaleid liner 魔法少女☆伊莉雅：雪下的誓言,348.3万,"热血,奇幻,战斗,魔法"
69.8万,71.1万,重装武器,3080.7万,"热血,机战,科幻,战斗"
25.8万,227.5万,鬼灯的冷彻 第二季 其二,1982万,"搞笑,神魔,漫画改"
17.6万,73.5万,暗黑破坏神在身边。,1341.8万,"漫画改,日常,搞笑,声控"
33.3万,73.2万,Slow Start,985.9万,"萌系,漫画改,少女"
33万,73.2万,三坪房间的侵略者！,868.8万,
11.3万,87.5万,滑头鬼之孙,538.3万,"奇幻,战斗,热血,声控"
27.6万,73.7万,Comic Girls,1243.3万,"搞笑,日常,漫画改"
38.6万,101.4万,魔笛MAGI,1074.3万,"奇幻,战斗,漫画改,架空"
20.1万,214.6万,从很久以前就喜欢你了。～告白实行委员会～,689.7万,"恋爱,音乐,校园,声控"
30.3万,74.3万,Taboo Tattoo－禁忌咒纹－,1346.6万,"奇幻,战斗"
21.9万,104.4万,凉宫春日的忧郁 2009,599.1万,"小说改,奇幻,校园,日常"
21.9万,74.6万,22/7,1324.9万,"原创,日常,萌系,音乐"
26.1万,78.4万,魔法少女 俺,1069.7万,"搞笑,漫画改,偶像,魔法"
34.4万,646.7万,干物妹！小埋 OVA,1557.8万,"萌系,校园,日常,治愈"
33.8万,67.3万,昨日之歌,1093.7万,"漫画改,恋爱,日常"
21.8万,67万,驱魔少年 HALLOW,1026万,"热血,奇幻,战斗"
7.7万,91.1万,非枪人生,1150.1万,"漫画改,科幻,冒险"
10.5万,129.1万,粗点心战争2,874.3万,"日常,美食,漫画改"
4.3万,65万,龙娘七七七埋藏的宝藏,279.6万,"奇幻,日常,推理"
19.2万,122万,关于完全听不懂老公在说什么的事 第二季,3714.2万,"日常,少女,泡面"
9.8万,67.2万,永生之酒,372万,"时泪,奇幻,声控,小说改"
22.5万,68.1万,昴宿七星,1206.4万,"小说改,催泪"
53.3万,69.4万,魔弹之王与战姬,2785.7万,"奇幻,热血,战斗,架空"
4.1万,83.6万,攻壳机动队 SAC_2045,412.8万,"漫画改,科幻"
24.9万,163.3万,笨蛋，测验，召唤兽2,1033.8万,"奇幻,校园,小说改"
45.5万,68.3万,俺物语！！,821.4万,"漫画改,日常,校园,恋爱"
3万,486.5万,Fate/stay night UNLIMITED BLADE WORKS ,196.5万,"游戏改,热血,奇幻,战斗"
34.6万,330.3万,境界的彼方 -I'LL BE HERE- 未来篇,612.2万,"日常,奇幻,治愈"
75.6万,69万,全职猎人,2144.2万,"奇幻,热血,智斗,战斗"
17万,69.4万,猎兽神兵,1554.9万,"漫画改,战斗,声控,奇幻"
61.4万,157.9万,轻音少女 第二季,1611.8万,"漫画改,萌系,音乐,校园"
6.6万,69.8万,奇异太郎少年的妖怪绘日记,1631.5万,"漫画改,神魔,泡面"
42.8万,72.8万,ULTRAMAN 机动奥特曼,2602.2万,"漫画改,奇幻,科幻,战斗"
9689,62万,无能力者娜娜,225.5万,"漫画改,校园,智斗"
31.8万,62.4万,皇帝圣印战记,1592.8万,"小说改,奇幻,战斗,架空"
1.8万,61.6万,全员恶玉,188.9万,"原创,战斗,架空,科幻"
18.6万,61.4万,传说中勇者的传说,913.9万,"奇幻,热血,战斗,架空"
61.1万,430.5万,约会大作战 万由里裁决,1187.4万,战斗
17.1万,61.6万,尽管如此世界依然美丽,610.8万,"治愈,少女,漫画改,架空"
16.6万,362.8万,我们仍未知道那天所看见的花的名字。 剧场版,536.3万,"催泪,治愈"
21.6万,554.4万,我的青春恋爱物语果然有问题 续 OVA,1034.4万,
42.3万,477.4万,魔法禁书目录 剧场版,771.4万,"科幻,校园,战斗,热血"
8.1万,62.8万,幸运星,460.1万,"萌系,搞笑,日常,治愈"
9.5万,64.2万,萤火之森,326.4万,"漫画改,神魔,催泪,恋爱"
44.9万,67.5万,晨曦公主,2416.6万,"少女,奇幻,架空,冒险"
7.7万,69.1万,学生会的一己之见,401.7万,"日常,校园,小说改"
2.6万,64.1万,熊熊勇闯异世界,253.9万,"穿越,魔法,萌系,小说改"
1.3万,128.6万,吹响吧！上低音号～想要传达的旋律～,87.3万,"小说改,日常,校园,萌系"
30.2万,62.7万,轻羽飞扬！,1248.1万,"社团,运动,漫画改"
22.5万,64.4万,男子高校生活,1763.3万,"校园,日常,泡面"
8.3万,64.5万,热血少年,1094.3万,战斗
21.5万,64.6万,TRICKSTER,1267.3万,推理
2.2万,65.3万,白色相簿 上半篇章,174.8万,"日常,游戏改,恋爱"
15.5万,554.4万,我的青春恋爱物语果然有问题。 第一季 OVA,903.4万,"小说改,恋爱,校园"
24万,146.4万,热诚传说 第二季,1218万,"游戏改,奇幻,战斗,架空"
5.7万,58.3万,嫁给非人类,1582.4万,漫画改
5.4万,58.6万,啾咪BABY 日语版,295万,"萌系,搞笑,日常"
28.7万,58.3万,如果她的旗帜被折断了,661.4万,
14.9万,506.1万,夏目友人帐,741.8万,"剧情,奇幻,动画"
22.7万,59.3万,刀使巫女,1271.6万,"校园,战斗,原创"
28.3万,58.6万,神推偶像登上武道馆我就死而无憾,1060.1万,"漫画改,日常,偶像,萌系"
2.8万,58.7万,龙与魔女/BURN THE WITCH,307.7万,"漫画改,魔法,架空"
10.6万,59万,revisions,872.8万,"机战,科幻,战斗,原创"
4.7万,60.1万,温暖的印记,1213.2万,恋爱
15.8万,58.7万,烟花,649万,"剧情,动画"
4429,65.3万,赛马娘四格,255.4万,"游戏改,日常,运动,偶像"
56.9万,60万,纯白交响曲,1416.5万,"日常,游戏改"
4.9万,59.9万,书店里的骷髅店员本田,715.3万,"搞笑,职场,漫画改"
18.8万,286.1万,剧场版 K Seven Stories,864.2万,"奇幻,战斗,声控,原创"
63.4万,89万,黑塔利亚 Axis Powers,1131.5万,"萌系,泡面,声控,日常"
4.9万,60.5万,魔王學院的不適任者～史上最強的魔王始祖，轉生就讀子孫們的學校～（僅限台灣地區）,151万,"小说改,奇幻"
15.6万,160.9万,魔法少女☆伊莉雅 3REI!!,618.4万,"奇幻,战斗,魔法,漫画改"
10.1万,65.5万,荒川爆笑团,476万,"搞笑,日常,声控"
21.5万,55.7万,WWW.迷糊餐厅,1246万,"搞笑,日常,职场,漫画改"
1.2万,58.4万,月歌。THE ANIMATION2,70.9万,"原创,声控,偶像,日常"
245,59.8万,阿松 第三季,19.8万,"漫画改,日常,搞笑"
76.6万,55.5万,迷家,1633.6万,原创
11.1万,56万,只有我不存在的城市,538.3万,"推理,治愈,催泪,穿越"
15.8万,55.3万,歌舞伎町夏洛克,1205.5万,"原创,推理,冒险,声控"
9.1万,55.6万,历物语,816.3万,"奇幻,校园"
13.1万,55.5万,思维覆写,1024.9万,"漫画改,奇幻"
5万,56.2万,大神与七位伙伴,241.6万,"奇幻,热血,社团"
5.6万,56.2万,文豪与炼金术师 ～审判的齿轮～,381万,"游戏改,奇幻,架空"
27.4万,56.7万,我家浴缸的二三事,2487.6万,"日常,泡面,治愈"
28.8万,116.7万,黑白来看守所 第二季,1290.8万,"搞笑,漫画改"
13.1万,245万,元气少女缘结神 新婚篇,775.5万,"恋爱,奇幻"
10万,114.1万,终物语 下,433万,"奇幻,神魔"
6.2万,57.2万,知晓天空之蓝的人啊,346.9万,"恋爱,穿越,音乐,治愈"
26.3万,58.9万,少女☆歌剧 Revue Starlight,1318.3万,"音乐,奇幻,战斗,偶像"
7.4万,418.5万,齐木楠雄的灾难 完结篇,777.9万,"搞笑,校园,漫画改"
61.6万,117.9万,蜡笔小新 第一季（中文）,4687.2万,搞笑
17.5万,58.1万,乌冬面之国的金色毛球,947.4万,"漫画改,日常,治愈"
7.7万,72.8万,迷糊餐厅 WORKING!!,393.2万,"搞笑,日常,声控,美食"
76.5万,142万,精灵宝可梦 无印,2151.8万,"热血,战斗,励志,架空"
8万,52.8万,鸦KARAS,422.5万,"奇幻,战斗"
10.1万,52万,格林笔记 The Animation,718万,"游戏改,架空,冒险"
47.1万,151.9万,绯弹的亚里亚 AA,1338.4万,"热血,校园,战斗"
7.5万,51.9万,[C]THE MONEY OF SOUL AND POSSIBILITY CONTROL,439.5万,"奇幻,战斗,智斗,原创"
15.9万,52.7万,超次元游戏 海王星,387.5万,"科幻,热血,奇幻,少女"
2.3万,52.6万,星之声,271.7万,"科幻,少女,治愈,机战"
10.3万,52.7万,高分少女 第二季,766.7万,"漫画改,恋爱"
29.5万,53万,NANA,770.3万,"日常,少女,音乐"
5.7万,52.9万,穿越时空的少女,247.1万,"科幻,催泪,校园,穿越"
100.3万,67.6万,逆转裁判,2091.2万,"推理,智斗,游戏改,职场"
47.2万,123.5万,赤发白雪姬 第二季,1410.8万,"奇幻,少女,架空"
37.5万,54.3万,大图书馆的牧羊人,1201.4万,日常
7.7万,53.9万,約會大作戰 第二季 （僅限港澳台地區）,94.7万,"奇幻,战斗"
7万,330.3万,境界的彼方 -I'LL BE HERE- 过去篇,537.7万,"恋爱,奇幻,战斗"
53.1万,158.1万,无头骑士异闻录×2 转,1243.6万,"奇幻,日常,声控,小说改"
30万,54.4万,架向星空之桥,625.7万,"日常,治愈"
56.4万,56.1万,游戏王 怪兽之决斗,2891.5万,"热血,战斗,奇幻"
35.3万,61.1万,少女与战车,614.7万,"科幻,智斗,日常"
14.9万,83.6万,攻壳机动队 STAND ALONE COMPLEX,681.9万,"科幻,热血,智斗"
10.7万,49.7万,织田肉桂信长,735.3万,"漫画改,搞笑,日常,萌系"
11.3万,68.5万,全金属狂潮 Invisible Victory,892.2万,"机战,战斗,时泪,小说改"
10.6万,49.3万,听我的电波吧,711.7万,"职场,励志,搞笑,漫画改"
22.4万,49.2万,公主恋人！,694.7万,
9.3万,49.3万,Code:Realize ～创世的姬君～,752万,"恋爱,乙女,游戏改,奇幻"
29.8万,49.5万,Anne Happy,738.3万,"萌系,校园,日常"
25.4万,49.7万,稻荷恋之歌,819.8万,"少女,奇幻,恋爱"
28万,59万,南家三姐妹,669.6万,"萌系,搞笑,日常"
186.6万,111.4万,黑子的篮球 第3期,4672.1万,"运动,热血,声控,社团"
14万,51.1万,只要你说你爱我,323.4万,"日常,少女,恋爱"
11.8万,75.2万,不愉快的怪物庵 续,1097.9万,"治愈,神魔,漫画改"
7.8万,51万,KEMURIKUSA,687.1万,"原创,战斗"
24.5万,124.2万,3月的狮子 第二季,1165.3万,"日常,励志,漫画改"
29.1万,289.9万,名侦探柯南：绀青之拳,1323.2万,"悬疑,动画,动作,漫画改"
7.3万,50.5万,深夜的超自然公务员,1025.1万,"漫画改,奇幻,职场,声控"
13.4万,54.6万,高达创形者 再起 第二季,838.1万,"原创,热血,科幻,机战"
9.4万,56万,爱书的下克上：为了成为图书管理员不择手段！ 第二部,566.4万,"小说改,穿越,架空,励志"
22.1万,51.6万,爱丽丝与藏六,689.8万,"魔法,日常,治愈,萝莉"
14.2万,51.2万,花丸幼稚园,336.8万,"萌系,日常,治愈"
24.2万,58万,翼年代记 第一季,131.5万,"热血,架空,穿越,冒险"
11.7万,52万,八犬传-东方八犬异闻- 第一季,494.1万,奇幻
10.8万,75.2万,不愉快的怪物庵,566.7万,"奇幻,日常,治愈"
23.4万,48.1万,人马少女的烦恼,852.1万,"奇幻,日常,漫画改"
53.4万,58.4万,月歌,982.1万,"乙女,音乐,偶像"
14.8万,47.7万,潘朵拉之心,478.1万,"奇幻,神魔,冒险"
4.7万,803.1万,OVERLORD SP,3745.8万,"科幻,奇幻,战斗,日常"
39.9万,47.9万,天体的秩序,827.7万,"奇幻,日常,治愈,萝莉"
5.9万,289.9万,鲁邦三世VS名侦探柯南THE MOVIE,233.1万,"原创,智斗,推理"
16万,48.8万,失忆症,605.7万,"奇幻,乙女"
4.5万,55.5万,IDOLiSH7-偶像星愿- Second BEAT!,184.8万,"游戏改,声控,偶像"
1.3万,48.5万,樱与抱月,154.2万,"小说改,校园,治愈,日常"
12.6万,48.3万,龙之界点,366.8万,"奇幻,战斗"
41.1万,48.7万,魔法少女育成计划,928.3万,魔法
3.3万,48.9万,突击莉莉 BOUQUET,226.6万,"原创,战斗,萌系,校园"
19.2万,695.1万,刀剑神域 Extra Edition,1142.6万,"小说改,热血,战斗,科幻"
67.9万,158.1万,无头骑士异闻录×2 承,1743.8万,"奇幻,日常,声控,小说改"
33.2万,49万,舞动青春,1566万,"运动,漫画改,励志"
10.5万,61.1万,BanG Dream! 梦想协奏曲 第三季,399.6万,"原创,校园,音乐"
10.5万,49万,房东青春期！,1599.2万,"萌系,日常"
7.1万,53万,浪客剑心,587.1万,"热血,战斗,历史,漫画改"
77万,136.5万,零之使魔 双月骑士,1251.2万,"奇幻,战斗,小说改,架空"
12.3万,45.8万,魔偶马戏团,1531.9万,"热血,战斗"
6.1万,45.4万,天降之物Final 我永远的鸟笼,411.5万,奇幻
2.2万,61.1万,BanG Dream! 梦想协奏曲 电影演唱会,71.3万,"音乐,社团,少女,声控"
2.3万,59.8万,剧场版 阿松,61万,"日常,漫画改,搞笑"
16万,56万,爱书的下克上：为了成为图书管理员不择手段！,977.2万,"小说改,穿越,架空,励志"
11.3万,45.1万,城下町的蒲公英,383.5万,"治愈,搞笑"
4.5万,47.2万,我们大家的河合庄,214.9万,"日常,恋爱,校园"
4.8万,46.2万,猎魔武士/GIBIATE,599.3万,"原创,战斗,架空"
37.4万,196.7万,犬夜叉完结篇,1328.6万,"漫画改,热血,奇幻,战斗"
5.5万,46.9万,丹特丽安的书架,238.4万,"奇幻,治愈,声控,冒险"
3.8万,289.9万,江户川柯南失踪事件～史上最糟糕的两天～,245.3万,"漫画改,推理,智斗"
13.1万,46.7万,CHAOS;CHILD,777.3万,推理
7.7万,56.2万,花牌情缘 第三季,653.8万,"漫画改,热血,恋爱,少女"
22.8万,188.8万,命运石之门 负荷领域的既视感,552.8万,"科幻,穿越"
5.2万,506.1万,夏目友人帐 OVA,354万,"奇幻,日常,治愈"
16.6万,47.1万,明治东京恋伽,1061.8万,"恋爱,乙女,游戏改,声控"
27.8万,47.1万,机动战士高达独角兽(UC) RE:0096,2299.8万,"热血,机战,科幻,战斗"
1.5万,47.4万,猫物语（黑）,120.4万,"奇幻,声控,小说改,神魔"
8.1万,289.9万,名侦探柯南 Episode“ONE” 变小的名侦探,249.5万,"漫画改,推理,智斗"
11.6万,44万,神不在的星期天,386.1万,架空
5万,53.3万,蔷薇少女,239.7万,"萌系,奇幻"
194,43.2万,忧国的莫里亚蒂,54.9万,"漫画改,智斗,声控,架空"
179.1万,289.9万,名侦探柯南（中配）,7342.7万,"漫画改,智斗,推理"
6.2万,43.6万,目隐都市的演绎者,304.3万,"奇幻,声控,励志,音乐"
8.1万,43.4万,宝石幻想 光芒重现,480.8万,"校园,魔法,原创,日常"
5.8万,43.1万,心灵想要大声呼喊,151.9万,"校园,治愈"
22.3万,65.3万,赛马娘,773.9万,"游戏改,运动,偶像"
23.9万,44.1万,终末的伊泽塔,673.3万,"战斗,魔法,原创,架空"
7.9万,44.1万,恶魔战线,548.3万,"恋爱,奇幻,漫画改"
8.2万,214.6万,喜欢上你的那个瞬间。～告白实行委员会～,398万,"恋爱,校园,声控"
18.4万,101.4万,魔笛MAGI 辛巴达的冒险,1055万,"奇幻,战斗,架空,冒险"
58.1万,95.9万,记录的地平线 第二季,3100.4万,"奇幻,智斗,穿越,冒险"
14.1万,44.5万,KARNEVAL狂欢节,370.9万,"奇幻,战斗,声控,架空"
8.9万,44.5万,人形电脑天使心,199.2万,"日常,少女"
19.9万,48.3万,机动战士高达 铁血的奥尔芬斯 第一季,1073.2万,"热血,机战,科幻,战斗"
7.3万,44.6万,姐姐来了,1645.8万,日常
7.8万,45.6万,TARI TARI,244.3万,"日常,音乐,校园,催泪"
22.7万,56.3万,排球少年！！,709万,"漫画改,热血,校园,运动"
1.2万,76.4万,潜行吧！奈亚子 Remember My Love,527.7万,"萌系,奇幻"
19.3万,42.2万,机甲少女 FRAME ARMS GIRL,548.9万,"机战,科幻,原创"
19.2万,110.5万,狼与香辛料 第二季,394.8万,"奇幻,日常,治愈,小说改"
7.1万,41.7万,W'Z,703.3万,"战斗,原创"
40.1万,158.1万,无头骑士异闻录×2 结,931.9万,"奇幻,日常,声控"
17.4万,42.1万,咱们裸熊 第一季（中配）,1033.1万,搞笑
14.8万,42万,魔法战争,514.3万,战斗
90.6万,111.4万,黑子的篮球 第2期,1217.8万,"运动,热血,声控,社团"
4.6万,42.9万,在盛夏等待,153.7万,"科幻,催泪,恋爱,原创"
52.6万,53.3万,头文字D First Stage,1622万,"时泪,运动,热血"
21.9万,42.2万,真实之泪,344.9万,"校园,治愈,恋爱,游戏改"
26.8万,45万,兽娘动物园,771.1万,"萌系,日常,架空"
6.2万,46.4万,宇宙战舰提拉米斯,1017.6万,"搞笑,机战,科幻"
9.1万,43.6万,白兔糖,390.8万,"日常,治愈"
2.7万,46.8万,奇诺之旅（2017）,273.3万,"奇幻,小说改,架空,冒险"
