1.6万,9.2万,佝偻猫 第二季,83.6万,"萌系,搞笑,日常,泡面"
5545,2.3万,X战警,36.1万,"科幻,热血"
5711,17.4万,网球并不可笑嘛 第二季,152.5万,"萌系,日常,运动,社团"
2408,34.8万,鲁邦三世 次元大介的墓标,37.5万,漫画改
2.4万,2.3万,你所期望的永远 ?Next Season?,58.1万,恋爱
289,2.3万,泰坦尼亚,7.5万,"科幻,智斗,历史"
1.2万,121.3万,哆啦A梦 大雄与龙骑士,42.2万,"萌系,奇幻,科幻,少儿"
6374,2.1万,宇崎學妹想要玩！（僅限港澳台及其他地區）,30.9万,"漫画改,搞笑,校园"
1632,2.1万,东月西阳,19万,校园
4297,2.4万,危险调查员,17.4万,热血
5921,2.2万,魔法巧克力专门店,34.2万,
8545,2.6万,银河冒险战记,42.9万,"科幻,热血,架空,冒险"
4319,2.2万,如果高中棒球社女经理读过杜拉克的《管理学》的话,21.7万,"运动,社团,校园"
4887,18.2万,我们这一家 剧场版,49.4万,"萌系,搞笑,日常"
6569,2.2万,迷糊天使,20.3万,"奇幻,少女"
1240,7.8万,夏之岚！ ～春夏冬中～,9.6万,"奇幻,日常,美食,穿越"
1.4万,7.6万,第一神拳 Rising,118.7万,"运动,热血"
2100,2.2万,后天的方向,7.2万,"萌系,日常,治愈"
7536,2.2万,灌篮少年,86.1万,"运动,热血,励志"
8649,6.7万,圣哥传 OAD,49万,日常
4377,2.2万,爱玩怪兽,109.2万,原创
3125,3.4万,藍海少女（僅限台灣地區）,5.7万,"校园,运动,日常,漫画改"
9300,2.2万,圣石小子,25.1万,"奇幻,热血,架空,冒险"
5126,2.9万,超级机器人大战OG -DIVINE WARS- 第一季,25万,科幻
1499,2.2万,.HACK//Quantum,13.8万,"热血,科幻,战斗,架空"
4092,60.4万,亚尔斯兰战记 OAD,35.8万,"热血,战斗"
4272,34.8万,鲁邦三世 东方见闻录 ～Another Page～,29.5万,"搞笑,热血,时泪"
5810,2.1万,流汗吧！健身少女（僅限港澳台地區）,38.6万,"漫画改,日常,运动"
1.7万,12.4万,高智能方程式：SAGA,133.1万,"科幻,运动,时泪"
3.7万,11万,变形金刚：领袖之证 中文第二季,142万,"热血,科幻"
1506,2.1万,东京地下城,17.4万,"奇幻,科幻"
4071,34.8万,鲁邦三世：巴比伦黄金传说,48.1万,"搞笑,热血,时泪"
1.9万,2.1万,妙手小厨师,61.1万,"日常,热血,美食"
2472,2.1万,出云传奇,13.7万,"战斗,奇幻"
2265,2.1万,神田川JET GIRLS（僅限台灣地區）,6.2万,"原创,萌系,校园,运动"
2418,6.7万,飞跃巅峰! 剧场版,24.6万,"热血,机战,科幻"
793,2.1万,神奇宝贝：皮卡丘的鬼怪狂欢节,24万,萌系
417,2.1万,绝对少年,7.1万,"日常,校园"
2214,2.1万,星掠者（僅限港澳台地區）,20.9万,"漫画改,奇幻,冒险,搞笑"
3.1万,2.1万,世嘉硬件女孩,125.1万,"萌系,搞笑,泡面"
769,2.3万,爱米-WE LOVE RICE- 第二季,20.7万,"泡面,原创"
5873,2.1万,魔物娘的醫生（僅限港澳台地區）,26.6万,"搞笑,日常,小说改"
4075,2.1万,是魔法使的话就吃味噌,14.4万,萌系
1.4万,10.5万,拽妹黛薇儿 第二季,54.3万,
1.2万,2.1万,随风飘的月影兰,22.4万,"历史,热血"
1.1万,14.2万,心之彼端2 Another Day,69.8万,
4614,2.1万,青鬼 THE ANIMATION,29.7万,
4041,2万,动画秘密花园,27.3万,"少女,治愈"
6227,2万,兽械争霸,48.7万,"热血,机战,科幻"
1.4万,2万,苍天航路,45.6万,"历史,热血"
2898,2.3万,龙收藏,76.7万,战斗
9800,10.5万,秀逗魔导士 第二季,43.4万,"时泪,奇幻,热血,魔法"
8696,2万,爱天使传说,37.2万,"奇幻,少女,热血"
4万,14万,Candy☆Boy OVA,157.8万,
3394,2万,银发的阿基多,13万,战斗
2.6万,2万,天使的小生意气,44.5万,"奇幻,日常"
309,2万,最终试验鲸鱼,10万,游戏改
1.8万,4.9万,摸索吧！部活剧 第三季,52万,"日常,社团"
477,83.6万,攻壳机动队 塔奇克马的日常,24万,科幻
8237,2.2万,太空堡垒 第一季,47.2万,科幻
1242,2万,91Days（僅限港澳台地區）,3万,原创
3544,17.4万,网球并不可笑嘛 第五季,107.6万,"萌系,日常,运动,社团"
2.3万,12.4万,高智能方程式：ZERO,121.3万,"热血,运动,时泪"
3769,9.3万,向阳素描×365,10.9万,"萌系,日常,治愈"
2400,2万,冬季恋歌,17.5万,"日常,少女,治愈"
956,11.9万,图书馆战争 革命之翼,6.7万,战斗
1.1万,18.7万,最游记外传,26.8万,"奇幻,热血,冒险"
2037,26.1万,三者三叶 特典,27.5万,"萌系,校园,漫画改"
1899,1.9万,心跳今夜,12.6万,"奇幻,少女,治愈"
2.6万,1.9万,迷糊软网社,32万,"萌系,运动,社团"
1732,1.9万,砂和尚,13万,"漫画改,搞笑"
2291,2.2万,向日葵！ 第一季,16.5万,科幻
5591,29.4万,人类衰退之后 SP,62.6万,少女
1.3万,7.1万,逮捕令 全速前进,30.3万,"日常,少女,热血,职场"
1.8万,3.4万,迷你偶像 2期,323.7万,"萌系,日常,泡面,治愈"
5537,2万,蓝龙,29.4万,"奇幻,少儿,热血"
17.7万,19.3万,校园迷糊大王 三学期,229.4万,"搞笑,校园"
1339,2万,街角的童话,7.6万,原创
7647,2万,水晶版 雷公 雷的传说,60.2万,"萌系,热血,奇幻,战斗"
4521,5.3万,时间飞船24 逆袭的三恶人,41.6万,
2296,2万,弹珠人爆外传,37.8万,"时泪,萌系,奇幻,热血"
502,2万,OVERLORD（僅限港澳台地區）,4.6万,"小说改,穿越,奇幻,战斗"
2940,2万,同人WORK,12.1万,"萌系,日常"
5721,2万,蜜桃女孩,20.8万,"少女,恋爱"
2345,2万,恋之魔法波波糖,24.8万,"萌系,日常"
4732,2.5万,Macross Plus OVA,19.6万,"机战,战斗"
7468,10.9万,史上最强弟子兼一,77.3万,"漫画改,热血"
6046,7.1万,无口的森田小姐 2,62.6万,"日常,泡面"
5485,16.1万,夜樱四重奏 星之海,19.1万,奇幻
2266,6.3万,怪物弹珠 第二季 后篇,44.5万,"奇幻,战斗,冒险"
1.9万,1.9万,青兰圆舞曲,19.7万,"少女,治愈"
1.2万,1.9万,阴阳大战记,33.5万,"奇幻,热血"
5450,1.9万,女高中生的虛度日常（僅限台灣地區）,25.3万,"漫画改,日常,校园,搞笑"
1541,8.1万,神枪少女 -IL TEATRINO- OVA,18.4万,热血
5473,1.9万,雨月,17万,"奇幻,穿越"
1.4万,12.4万,高智能方程式 DOUBLE ONE,102.6万,"热血,科幻"
4931,1.9万,超異域公主連結☆Re:Dive（僅限港澳台地區）,29万,"游戏改,奇幻,战斗,冒险"
5651,7.2万,轮回的拉格朗日 第二季,16.7万,"科幻,奇幻,机战,社团"
574,1.9万,百慕大三角~多彩田园曲~,13万,"游戏改,萌系"
2894,5.6万,剧场版 银河机攻队Majestic Prince 觉醒的基因,34.9万,机战
178,6.3万,吟游默示录 wieder,5万,奇幻
3884,1.9万,大怪兽RUSH,95.2万,战斗
1.1万,1.9万,天翔少女,28.3万,"科幻,机战"
4812,23.6万,偶像大师 闪耀祭典,24.5万,"偶像,少女"
5362,17.4万,网球并不可笑嘛 第三季,133.2万,"萌系,日常,运动,社团"
9953,4.3万,少年阿贝 GO!GO!小芝麻,53.5万,萌系
2800,1.9万,人生交叉点-HUMAN SCRAMBLE-,9.9万,日常
9318,1.8万,机兽起源,45.5万,奇幻
830,1.8万,永远的艾塞莉娅,14.3万,"战斗,架空,穿越,冒险"
4495,2.1万,仙乐传说 西尔瓦蓝特篇,15.9万,"奇幻,架空,冒险"
7526,30.9万,长门有希酱的消失 OAD,26.4万,
403,1.8万,温柔进行曲-The Tender March-,4.5万,萌系
6174,12.3万,苍穹之法芙娜 HEAVEN AND EARTH,32.7万,"热血,机战,科幻"
632,8.7万,欢迎来到加帕里公园 第二季,51.7万,"日常,萌系,泡面,架空"
4415,19.1万,我的女神 OVA,20万,"时泪,奇幻"
1347,1.8万,強襲魔女 501部隊出動!（僅限台灣地區）,9.8万,"漫画改,搞笑"
3230,9.3万,向阳素描×☆☆☆,8.4万,"萌系,日常,治愈"
761,1.8万,无敌看板娘,4.5万,"日常,职场"
2193,4.9万,摸索吧！部活剧 再来一个,8.3万,"日常,社团"
1.6万,2万,黏黏糊糊！！角质君,140.4万,"日常,泡面"
4666,1.9万,怪医美女RAY,17.6万,奇幻
2838,4.8万,Crane Game Girls 第二季,14.5万,"偶像,原创,泡面"
2692,3万,Four of a Kind 四牌士,39.5万,搞笑
232,1.9万,托尔与洛基：血亲,21.2万,奇幻
3487,1.9万,奴隸區 The Animation（僅限港澳台地區）,15.6万,
5536,1.9万,輝夜姬想讓人告白？~天才們的戀愛頭腦戰~（僅限台灣地區）,24.8万,"漫画改,搞笑,校园,恋爱"
6747,6.5万,海獭波乐（暖暖日记）2nd,70.6万,"少儿,泡面"
3.6万,2.6万,未来卡 搭档对战,220万,"少儿,热血"
273,44.7万,锁链战记～赫克瑟塔斯之光～短篇,74.3万,"搞笑,泡面"
3513,1.8万,甜蜜声优,13.3万,"萌系,日常,治愈"
521,1.8万,Blossom,8.6万,治愈
4676,55.4万,网球王子剧场版 二人的武士,46.6万,
2215,1.8万,守护月天,19.8万,"奇幻,搞笑,少女"
2163,1.8万,饿沙罗鬼,17万,"科幻,热血"
955,3.8万,昭和元祿落語心中-助六再臨篇（僅限港澳台地區）,1.8万,"励志,职场,漫画改"
4550,6.5万,暖暖日记 3rd,81.9万,治愈
1064,1.8万,初夏,12.6万,"恋爱,治愈"
891,1.8万,粉彩回忆,15.4万,"游戏改,萌系"
2696,1.8万,魔神Z 真魔神 冲击！Z篇,19.5万,"科幻,热血"
2637,1.8万,碧藍航線（僅限港澳台地區）,16.4万,"游戏改,战斗,科幻,萌系"
326,1.8万,忘却的旋律,5.3万,奇幻
158,1.8万,人机续篇,5.8万,科幻
9373,1.8万,驭龙少年,39万,"奇幻,热血,架空,穿越"
1008,1.8万,年老的鳄鱼,7.7万,治愈
862,1.8万,遊戲王：次元的黑暗面（僅限港澳台地區）,3.4万,"漫画改,热血,奇幻"
7478,1.8万,偶像大师 XENOGLOSSIA,19.4万,"音乐,治愈,偶像"
7146,1.8万,我是小甜甜,25.1万,魔法
2.7万,1.7万,MINUSCULE ～小昆虫的故事～,27.7万,"日常,泡面,少儿,治愈"
1493,3.4万,藍海少女～advance～（僅限台灣地區）,4.4万,"治愈,漫画改"
8203,1.7万,空中秋千,12.3万,"搞笑,日常"
4348,1.7万,海螺小姐,63.3万,"萌系,日常"
3393,55.4万,网球王子 那时的我们,46.5万,"奇幻,校园,社团,运动"
5221,1.7万,怪兽酒场干杯！,85.2万,"搞笑,日常,泡面"
7629,1.7万,牙-KIBA,24.3万,奇幻
1.1万,1.7万,明日的娜嘉,23.9万,"萌系,日常"
391,1.7万,偷影子的老鼠,6.2万,
1.1万,14.2万,心之彼端2 迷宫旅行者,69.8万,"少女,日常"
9856,18.7万,最游记RELOAD 埋葬篇,19.3万,"奇幻,热血"
1018,1.7万,星空奇迹,4.9万,"少女,治愈"
1246,27.2万,无畏魔女 OVA,24.5万,
6884,1.7万,星星公主,14.2万,奇幻
1223,1.7万,成惠的世界,6.3万,"漫画改,恋爱,科幻"
1435,2.5万,火球,18.2万,"机战,奇幻,日常,泡面"
5105,1.7万,紫音之王,24.2万,"运动,治愈,热血"
3.2万,7.2万,PHI·BRAIN 神之谜题 第三季,63.2万,"奇幻,智斗,推理"
1247,14.5万,玉响～more aggressive～ OVA,5.9万,"社团,日常,治愈"
2224,7万,遥远时空中 舞一夜,14.3万,"奇幻,乙女"
1543,4.2万,香蕉怪大叔 呐呐~呐 好奇洞穴乐园（第二季）,63万,原创
9625,1.6万,极上学生会,19.8万,日常
1614,1.6万,声优战队VOICESTORM7,17.4万,"搞笑,泡面"
7146,1.6万,平行世界物语,23.4万,"科幻,热血,穿越"
2790,1.8万,风-心之呼吸-,18.6万,日常
1900,19.3万,校园迷糊大王 一学期补习,21.2万,"搞笑,校园"
3204,1.6万,辣妹当家,24.4万,"搞笑,日常"
321,1.6万,元素猎人,12.3万,"奇幻,冒险"
1050,1.6万,BALDR FORCE EXE RESOLUTION,15万,战斗
7104,1.6万,湘南暴走族,30.8万,"热血,日常"
492,1.6万,TRY KNIGHTS（僅限台灣地區）,3.4万,漫画改
2563,2万,Active Raid -机动强袭室第八课-,19.9万,"原创,科幻,机战,职场"
6958,12.8万,草莓棉花糖 encore,24.5万,"萌系,少女"
1280,1.7万,浪漫追星社,5.4万,"治愈,日常,社团"
3349,26.8万,美男高校地球防卫部LOVE！LOVE！LOVE！,10.3万,"校园,战斗"
4310,1.7万,公主候补生佑希,18.8万,治愈
2164,1.6万,COPIHAN,11.8万,"奇幻,日常,泡面"
7474,1.7万,BASQUASH!,27.6万,科幻
1266,9.8万,竖笛与双肩书包 OAD,20.3万,"萌系,日常,治愈"
4992,55.4万,网球王子剧场版 迹部的礼物,33.9万,
2150,4.5万,英国一家 吃在正月,9.9万,"日常,美食"
1388,34.8万,鲁邦三世：DEAD OR ALIVE,36万,"搞笑,热血,时泪"
1.3万,7.1万,逮捕令 第二季,29.5万,"日常,少女,热血,职场"
2398,8.8万,普通女高中生要做当地偶像 OVA,14.6万,偶像
1.1万,1.6万,THE BIG O,23.6万,"科幻,热血"
285,1.6万,眾神的逆鱗（僅限台灣地區）,8.5万,"漫画改,热血,战斗,奇幻"
2.9万,7.2万,PHI·BRAIN 神之谜题  第二季,56万,"奇幻,智斗,推理"
4388,1.6万,我不是說了能力要平均值嗎？（僅限港澳台地區）,18.6万,"小说改,穿越,奇幻,萌系"
3338,1.6万,ID:INVADED（僅限港澳台地區）,20.1万,"原创,科幻,推理"
1815,1.6万,三千里寻母记,17.1万,催泪
1.1万,14.2万,心之彼端2 Adnext,69.8万,"少女,日常"
4416,1.6万,叮当猫,67.7万,"科幻,日常"
8525,59.3万,刀使巫女（中配）,103.2万,"校园,战斗,原创"
4745,3.6万,探险活宝 第七季（中配）,52.6万,搞笑
1.1万,2.6万,大家集合！Falcom学园 第二季,164.5万,"日常,泡面"
7648,1.6万,真?女神转生 魔力宝贝,38.3万,"科幻,穿越,冒险"
4349,2.5万,人造人009,17万,热血
212,2万,Di Gi Charat,5.1万,"萌系,日常,治愈"
3065,1.6万,天保异闻妖奇士,12.6万,"历史,奇幻"
1.1万,10.5万,拽妹黛薇儿 第三季,44.1万,
1490,5.1万,宇宙航海王 ABYSS OF HYPERSPACE -亚空的深渊-：剧场版 ,33.1万,"奇幻,战斗"
1450,19.8万,斯特拉的魔法 OVA,14.1万,"校园,日常"
3105,5.3万,一弦定音！第二季（僅限港澳台地區）,12.5万,"漫画改,校园,恋爱,社团"
196,32.6万,樱花大战 OVA1 樱华绚烂,3.7万,"时泪,科幻,热血,机战"
1294,19.2万,超剧场版 Keroro军曹2 深海的公主,5.6万,科幻
7244,1.5万,森林好小子,33.5万,"搞笑,日常,热血"
4562,16.1万,夜樱四重奏 月之泣,25.8万,战斗
2.1万,1.9万,战斗之魂 第七季,200.4万,"少儿,热血"
3676,3.3万,我們真的學不來！第二季（僅限台灣地區）,14.7万,"漫画改,日常,校园,恋爱"
6141,3.5万,莉露莉露妖精莉露～魔法之镜～,110.2万,"奇幻,少儿"
2万,4万,钢铁神兵B'T-X NEO,152.8万,"机战,科幻"
6318,1.5万,彗星公主,27.3万,"萌系,奇幻,治愈"
1428,1.5万,To Heart 回忆永恒,11.1万,日常
925,1.5万,南瓜剪刀,6.8万,"科幻,热血"
1612,1.5万,钢铁交响乐,14.5万,泡面
166,1.5万,風雲維新大將軍（僅限港澳台地區）,9513,"历史,科幻,热血"
4.8万,1.6万,夜之小双侠,86.8万,科幻
526,23.5万,UN-GO 日记短片,23.8万,"奇幻,智斗"
5974,1.6万,世界大战：歌利娅,90.3万,"动作,动画"
604,1.6万,落语天女,9.9万,"萌系,历史,科幻,日常"
633,2.1万,秋之回忆5 中断的胶片,13.2万,"恋爱,游戏改"
8033,1.6万,爆丸 粤语版,54.4万,战斗
2341,1.7万,银河天使,12.6万,科幻
3212,34.8万,鲁邦三世：血之刻印 永远的Mermaid,23.6万,"搞笑,热血,时泪"
781,34.8万,鲁邦三世：风魔家族的阴谋,28.1万,"搞笑,热血,时泪"
2237,1.4万,刺客守則（僅限港澳台地區）,9.3万,"小说改,奇幻,战斗,魔法"
1万,2万,新战神金刚：传奇守护神,27.3万,"机战,战斗"
1478,1.4万,艾莉森与莉莉娅,6.9万,架空
3742,1.4万,克拉斯特学院,15.7万,
2180,1.5万,毒蛇信条,12.4万,"科幻,热血"
1521,15.9万,心跳回忆,20.5万,恋爱
2.4万,10.5万,秀逗魔导士 第三季,48.5万,"时泪,奇幻,热血,魔法"
1392,1.4万,银色的奥林西斯,15万,"科幻,热血"
4473,1.5万,金刚狼,28.1万,"科幻,热血"
2005,1.5万,佩琳物语,18.8万,"少女,日常,治愈"
7125,1.5万,H2 好逑双物语,31.8万,"时泪,日常,少女,运动"
3378,3.4万,你好七叶 第二季,42.3万,"日常,治愈"
1871,1.5万,战吼,20.5万,
3950,19.1万,我的女神 OAD,20.3万,"奇幻,时泪"
8041,1.5万,超能奇兵,24.4万,"科幻,热血"
587,1.4万,故事少女穗乃花,7.8万,少女
356,1.4万,超能力少女兰,11.1万,治愈
1.8万,2.9万,超级机器人大战OG -DIVINE WARS- 第二季,57.9万,科幻
4740,1.5万,零秒出手,43.6万,"运动,热血"
1355,1.4万,贤治之春,5万,
639,1.4万,快餐厅之恋 ,6.7万,"游戏改,恋爱"
1600,1.4万,川之光,5.9万,治愈
573,3万,Four of a Kind 四牌士 第二季,19.1万,"原创,搞笑"
2787,1.4万,超级街头霸王4,41.7万,战斗
1364,1.4万,女神候补生,18.6万,"科幻,热血,机战"
1559,4.1万,明日之丈剧场版,15.2万,"运动,热血"
2350,16万,新天线宝宝 第二季,88.8万,少儿
3133,1.4万,恋爱占卜师,25.9万,"萌系,奇幻"
764,1.4万,死体兵,11.6万,"少女,战斗"
3729,19.1万,我的女神 剧场版,17.6万,"奇幻,时泪"
7896,1.6万,纸箱战机 第一部,51.9万,"少儿,热血"
1246,14.8万,城市猎人 SP,12.5万,"搞笑,热血"
2227,1.4万,无家可归的小孩,13.4万,治愈
1635,1.4万,思考与绘画：日本新世纪艺术动画,6.8万,
4.5万,4.5万,闪电十一人 第三季 日语,80.1万,"热血,运动,少儿"
5354,1.4万,喜歡本大爺的竟然就妳一個？（僅限台灣地區）,16.1万,"小说改,校园,恋爱"
4070,16.1万,东之伊甸 II -Paradise Lost,19.5万,"奇幻,智斗,治愈"
5694,1.4万,大正野球娘,6.2万,"运动,社团"
2721,11万,变形金刚 领袖之证 美版第二季,46.8万,"科幻,热血"
754,1.4万,魔术士奥芬的无赖之旅,16.6万,"小说改,奇幻,战斗,冒险"
2427,1.4万,狡猾飞天德,20.6万,"搞笑,热血"
3.1万,5.7万,英国恋物语艾玛 第二幕,70万,"恋爱,治愈"
4092,1.4万,入間同學入魔了（僅限台灣地區）,26.3万,"漫画改,搞笑,校园,神魔"
2.6万,8.5万,人鱼之森 OVA,102.2万,时泪
1.6万,1.5万,天体战士,40.8万,"科幻,热血"
4001,10.5万,秀逗魔导士 第四季 上,17.6万,"时泪,奇幻,热血,魔法"
4357,1.4万,名侦探波洛和马普尔小姐,24.2万,推理
8484,10.5万,拽妹黛薇儿 第四季,34.3万,
691,19.1万,我的女神 战斗之翼,12.1万,"奇幻,治愈"
4029,1.4万,高桥留美子剧场,12.3万,"搞笑,日常"
3796,1.4万,背骑少女,12.7万,"热血,科幻,奇幻,战斗"
2875,1.4万,雷顿教授与永远的歌姬,9.7万,推理
839,1.4万,骇客时空 根源,12.4万,"科幻,穿越,冒险"
3429,10.3万,宝石宠物 第四季,43.1万,"萌系,治愈"
3425,1.4万,安倍桥魔法☆商店街,11.5万,"奇幻,搞笑,日常"
1848,4.3万,少年阿贝 GO!GO!小芝麻 第二季,27万,"少儿,泡面"
686,1.3万,玉家典当铺,50.8万,泡面
2828,1.3万,机魂末世录,10.7万,科幻
7071,5万,舞-乙HiME,21.6万,"奇幻,战斗"
8.7万,14.8万,魔动王 最后的魔法大战,404.4万,"热血,奇幻,时泪,穿越"
6324,1.3万,天空之艾斯嘉科尼,15万,"奇幻,科幻,热血,穿越"
5682,10.3万,宝石宠物 Sunshine,32.3万,"萌系,治愈,魔法"
613,1.3万,柯鲁布克罗/ Coluboccoro,13.5万,"原创,架空,奇幻"
754,2.5万,Hello Kitty的天堂,36.1万,奇幻
449,10.5万,秀逗魔导士 SPECIAL,5.3万,"战斗,魔法,架空,冒险"
7524,10.5万,秀逗魔导士 第四季 下,24.3万,"时泪,奇幻,热血,魔法"
1176,1.3万,吉尔伽美什,36.1万,漫画改
4.1万,120.4万,斩服少女 OAD,157.6万,"原创,热血,奇幻"
1.5万,19.4万,交响情人梦 OAD,37.3万,"音乐,少女"
5157,1.3万,DOUBLE-J,18.7万,"搞笑,日常,泡面"
5285,1.3万,怪物猎人物语 RIDE ON 第二季,29.8万,"奇幻,战斗,少儿"
1968,1.3万,很帅很可爱宣言,25.6万,"搞笑,泡面"
1.2万,1.3万,奔向地球,19.2万,科幻
365,1.3万,朝雾的巫女,6.9万,恋爱
473,1.3万,时光钟摆,10.6万,治愈
2682,1.3万,MAPLESTORY,54.3万,"奇幻,热血"
7202,2.5万,RE：人造人009,21.5万,
1127,1.2万,魔法少女加奈,13.5万,魔法
8756,1.3万,虫孽,15.3万,热血
7936,27.9万,鹿枫堂 （中配）,46.2万,少女
974,9.9万,侦探歌剧 少女福尔摩斯 OVA,6.8万,"日常,搞笑"
980,1.3万,火魅子传,9.6万,"奇幻,热血"
1230,1.3万,基因攻防战,11.6万,"机战,科幻"
1783,2.1万,秋之回忆 OVA,12.4万,恋爱
7575,1.3万,魁!!库洛马迪高校,24.2万,搞笑
2271,1.3万,创龙传,19.2万,"小说改,奇幻"
661,1.3万,青涩宝贝,10.7万,"日常,少女"
1932,1.5万,比得兔（第一季）,118.5万,少儿
9509,4.6万,迷宫塔 ～乌鲁克之剑～,25.9万,"奇幻,科幻,热血,架空"
6923,2.9万,网球优等生 第二期,42.7万,运动
7736,9.4万,战国BASARA 剧场版 -The Last Party-,17.2万,"热血,历史"
4202,10.8万,超时空要塞II 再爱一次 OVA,16.9万,"机战,战斗"
1023,1.3万,天空與海洋之間（僅限港澳台地區）,5.6万,"萌系,科幻,游戏改"
5439,2万,十兵卫 心形眼罩的秘密,11万,奇幻
205,1.3万,百鍊霸王與聖約女武神（僅限港澳台地區）,2万,"小说改,奇幻,战斗,架空"
6260,1.2万,机甲战记威龙,28.9万,热血
435,1.2万,快盗天使双胞胎,3.1万,魔法
383,1.2万,Xi AVANT,7.2万,
512,34.8万,鲁邦shanshee,27.5万,搞笑
1095,5.3万,魔神坛斗士 辉煌帝传说,12.4万,"热血,架空,穿越,冒险"
3.7万,1.2万,战国鬼才传,58.3万,历史
4742,1.2万,虹色萤火虫～永远的暑假～,9.3万,"治愈,穿越"
4028,1.2万,大魔法峠,11.7万,萌系
1002,6.6万,解谜之音 KAITO×ANSA,17.2万,"推理,原创"
8969,18.7万,最游记 Requiem 落选者的镇魂歌,34.3万,"奇幻,战斗,冒险"
785,1.2万,王牌鉴定人,10.2万,奇幻
2752,1.2万,Slow Start（僅限港澳台地區）,11万,"萌系,少女,漫画改"
1920,16万,新天线宝宝,80.2万,
6908,1.4万,魔术士奥芬,22.5万,"奇幻,热血"
1452,1.4万,魔法阵都市,16.8万,"科幻,热血"
650,10.8万,超时空要塞 Flash Back OVA,18.5万,"机战,战斗"
2.4万,1.2万,钢铁三国志,26万,"历史,热血"
2.6万,1.2万,变形金刚2008,48.6万,"热血,机战"
3094,1.2万,高机动幻想～新结行军歌～,13.2万,"科幻,热血"
59,2.2万,四圣兽 ～圣兽降临篇～,4.3万,奇幻
4496,9.1万,乌龙派出所特别篇2016：THE FINAL 两津勘吉最后的一天,36.2万,搞笑
8865,1.1万,变形金刚 银河之力,41.1万,"时泪,科幻"
9134,27.9万,银河英雄传说 黄金之翼,67.6万,"热血,科幻"
4055,1.1万,战争程序员白濑,14.3万,"搞笑,日常"
1327,1.1万,魔神凯撒,10.6万,"热血,机战,战斗"
539,1.1万,告訴我！辣妹子醬（僅限港澳台地區）,3万,"漫画改,搞笑,校园,日常"
493,1.3万,银河铁道物语,4.8万,"科幻,热血"
346,1.1万,少女抚子恋爱手册,9万,
1208,19.2万,超剧场版 Keroro军曹4 龙勇士的逆袭,4.7万,"漫画改,奇幻,战斗"
608,2万,十兵卫2 西伯利亚柳生的反击,6.5万,奇幻
1570,4.2万,读或死 OVA,5万,科幻
725,1.2万,骇客时空  黄昏的腕轮传说,6.1万,"科幻,穿越,冒险"
2702,1.2万,星舰驾驶员,9.4万,科幻
8.7万,14.8万,魔动王 冒险篇,404.4万,"热血,奇幻,时泪"
6743,1.2万,忍者乱太郎,52.7万,"搞笑,校园"
1288,1.2万,MARGINAL#4 从KISS开始创造Big Bang,10.8万,"游戏改,乙女,偶像"
2966,1.5万,神秘的世界EL-HAZARD,19.5万,"奇幻,热血,架空,穿越"
2129,1.2万,进化战记,14万,科幻
2556,1.2万,魔神凯撒SKL,18.9万,机战
3万,4.5万,闪电十一人 第一季 日语,62.6万,"运动,少儿"
760,4.3万,少年阿贝 GO!GO!小芝麻 第三季,36.1万,"搞笑,日常,少儿"
4241,8.9万,真救世主传说 北斗神拳 拉奥传 激斗之章,30.1万,"热血,时泪"
2398,7.1万,逮捕令 剧场版 墨东署最大危机,10.2万,"智斗,时泪,职场"
9134,27.9万,银河英雄传说 新战争的序曲,67.6万,"热血,科幻"
2.6万,1.1万,苏生龙王传说,32.5万,"萌系,热血"
2105,1.1万,月面兔兵器米娜,7.5万,"萌系,奇幻,科幻,热血"
321,20.6万,装神少女小缠 OVA,13.8万,
4361,1.1万,柴犬子,34.3万,"萌系,日常,治愈"
1024,1.1万,理科生墜入情網，故嘗試證明。（僅限港澳台地區）,6.5万,"漫画改,日常,搞笑,校园"
855,1.1万,一期一会~你的话语~,5万,"萌系,日常,治愈"
3万,16.9万,不可思议星球的双胞胎公主 Gyu  SP,127.2万,"少女,战斗,魔法,少儿"
2万,1.1万,翡翠森林狼与羊秘密的朋友,23.8万,"日常,少儿,治愈"
662,19.2万,超剧场版 Keroro军曹5 诞生！究极Keroro奇迹的时空岛！,4.3万,"漫画改,战斗,奇幻"
1473,1.2万,漫画同人会,8.4万,搞笑
851,1.1万,皮卡丘，这是什么的钥匙？,16.1万,萌系
2282,3.6万,炎炎消防隊 貳之章（僅限港澳台地區）,19.2万,"漫画改,热血,战斗,奇幻"
3367,1.1万,声声相对论,30.5万,"原创,搞笑,治愈,声控"
1405,1.1万,MS动画图鉴 第二季,20.1万,机战
1.1万,10.5万,拽妹黛薇儿 剧场版,46.2万,
2802,1.1万,盗贼王Jing,13万,奇幻
30,1.1万,情熱傳說 the X 第二季（僅限港澳台地區）,1.4万,"游戏改,奇幻,战斗,冒险"
689,7万,遥远时空中 紫阳花物语,9.7万,"奇幻,乙女,架空,穿越"
387,20.4万,千叶脚踏板,37万,萌系
3.5万,4.5万,闪电十一人 第二季 日语 ,57.2万,"热血,运动,少儿"
1354,1万,神秘岛,14.8万,"奇幻,战斗,历史"
4231,1万,RD潜脑调查室,13.6万,科幻
4731,1万,天才宝贝,19.4万,"萌系,日常,治愈"
1379,6.7万,飞跃巅峰 科学讲座,16.1万,"热血,科幻"
5027,1.1万,幻影小精灵的主谋者,32.5万,"萌系,战斗"
