barrage,follow,name,play,tags
26000,156000,破刃之剑 剧场版,960000,"机战,科幻,战斗,架空"
11000,76000,苍翼默示录 Alter Memory,829000,"战斗,游戏改,架空"
21000,1994000,此花亭奇谭（中配）,1848000,"萌系,日常,治愈,漫画改"
22000,626000,圣诞之吻SS OVA,1270000,"恋爱,校园,日常,治愈"
9064,76000,最后的吸血鬼,662000,热血
5410,70000,Fate/Grand Order - 絕對魔獸戰線巴比倫尼亞 -（僅限台灣地區）,336000,"游戏改,穿越,奇幻,战斗"
19000,70000,双面骑士,665000,"智斗,奇幻"
21000,611000,少女与战车 OVA 这次是真正的安齐奥战,1206000,"校园,少女,战斗,治愈"
1244,72000,GA 艺术科美术设计班,128000,"萌系,搞笑,日常,社团"
11000,70000,战斗妖精雪风,694000,"科幻,战斗"
43000,71000,天国少女,1077000,少女
25000,252000,ALDNOAH.ZERO 第二季,1896000,"原创,战斗,科幻,架空"
88000,71000,智龙迷城X,4274000,热血
34000,71000,天使怪盗,1059000,"奇幻,恋爱,神魔,少女"
500000,190000,游☆戏☆王 5D's 第四季,17091000,"热血,奇幻,战斗"
25000,72000,高达Reconguista in G,1171000,机战
18000,72000,米老鼠的黑白动画片生涯,948000,时泪
25000,73000,限制级杀手,2606000,"搞笑,泡面"
158000,74000,棒球英豪 TV版,3226000,"日常,少女,运动,热血"
7055,72000,群居姐妹 OVA,1522000,"日常,泡面,漫画改"
90000,425000,小马宝莉 第三季,2891000,萌系
30000,450000,兽娘动物园 2,1534000,"萌系,奇幻,原创,架空"
2701,74000,Ragnastrike Angels,2286000,游戏改
5741,99000,战国鸟兽戏画 ~甲~,1522000,"原创,泡面"
16000,68000,萌单,442000,"萌系,日常,魔法"
937,139000,偶像大师 SideM Mini,520000,"萌系,偶像"
22000,68000,鸭子的生活,2361000,"萌系,搞笑,日常,泡面"
7760,554000,未确认进行式 OAD,998000,"恋爱,日常"
22000,116000,猎人 剧场版 绯色的幻影,697000,"奇幻,热血"
1682,580000,翼·年代记 鸟笼国的公主,312000,"奇幻,热血,架空,穿越"
47000,784000,魔法少女 俺（中配）,2352000,搞笑
8215,68000,仰望半月的夜空,446000,"奇幻,治愈,小说改,催泪"
1513,836000,攻壳机动队 个别的十一人,278000,"科幻,热血,智斗"
24000,69000,刀剑神域：序列之争（中文）,2242000,"科幻,动画,冒险"
11000,69000,YU-NO 在這世界盡頭詠唱愛的少女（僅限港澳台地區）,451000,"游戏改,科幻,恋爱,声控"
102000,236000,乃木坂春香的秘密 purezza?,1297000,日常
378,89000,苍色骑士（中文）,223000,"奇幻,科幻"
60000,161000,夜樱四重奏 花之歌,1920000,奇幻
991,341000,魔法使的新娘 等待繁星之人（僅限台灣地區）,47000,"恋爱,奇幻,魔法"
5150,87000,刀劍神域 Alicization War of Underworld（僅限台灣地區）,301000,"小说改,热血,战斗,穿越"
1732,69000,机神咆吼,272000,"科幻,架空"
11000,70000,灰羽联盟,382000,"治愈,奇幻,日常,架空"
35000,1185000,加速世界 OVA2 加速的顶点,1376000,"热血,机战,战斗"
2366,78000,夏之岚,242000,"奇幻,日常,美食"
74000,66000,SACRED SEVEN,1257000,"奇幻,热血"
6536,108000,夏娃的时间,362000,"机战,科幻"
26000,66000,上课小动作 OAD,1043000,"搞笑,校园,日常"
9028,66000,加奈日记,254000,"萌系,日常,治愈"
16000,66000,黑塚,537000,"历史,奇幻"
6893,65000,戰×戀（僅限港澳台地區）,273000,"漫画改,校园,恋爱"
3985,66000,One Off,254000,"少女,日常,治愈"
2294,186000,科学小飞侠Crowds insight,397000,"科幻,热血"
58000,134000,美妙天堂 偶像时间,3160000,"偶像,原创"
43000,67000,光明之心 ～幸福的面包～,927000,"奇幻,热血,架空"
18000,167000,创圣的大天使EVOL,956000,"科幻,热血,机战,架空"
82000,533000,头文字D Third Stage,2330000,运动
1847,67000,异次元觉醒,1265000,战斗
25000,554000,新网球王子,2002000,"搞笑,校园,运动,奇幻"
12000,162000,雨色可可 欢迎来到RAINY COLOR！,929000,"日常,泡面,声控,美食"
9086,67000,JOJO的奇妙冒險 不滅鉆石（僅限台灣地區）,154000,"漫画改,战斗,冒险"
51000,533000,头文字D Final Stage,3769000,"时泪,运动,热血"
858,448000,飞翔的魔女 小剧场,430000,少女
4640,124000,新机动战记高达W 无尽的华尔兹,727000,"机战,原创,科幻,架空"
71000,65000,玩偶游戏,1672000,"日常,少儿"
498,97000,BT21 UNIVERSE动画 第二季,37000,"原创,日常,治愈,泡面"
20000,64000,最终兵器彼女,543000,"科幻,少女"
3782,63000,矶部矶兵卫物语,730000,日常
3680,63000,新白雪姬传说,344000,"奇幻,少女,热血"
15000,64000,喵阿楞,1452000,"萌系,泡面"
4043,247000,忍者少女千鸟～姐川·石山篇～,1519000,漫画改
2941,64000,依巴拉度~时间篇,306000,治愈
2572,836000,攻壳机动队 笑面男,390000,"科幻,热血,智斗"
4726,64000,大都会,393000,科幻
5702,65000,Upotte!!,230000,"科幻,热血"
38000,1179000,蜡笔小新 呼风唤雨！大人帝国的反击,1284000,"萌系,少儿"
5888,836000,攻壳机动队 S.A.C. Solid State Society,319000,"科幻,热血,智斗"
7236,65000,死神的歌谣,541000,"萌系,奇幻"
13000,65000,虹色时光,619000,"漫画改,恋爱,校园"
27000,533000,头文字D Legend1 -觉醒-,1639000,"热血,运动,时泪"
70000,134000,美妙天堂  第三季,4102000,"偶像,少儿"
13000,72000,轮回的拉格朗日,493000,"科幻,奇幻,机战,社团"
53000,72000,PHI·BRAIN 神之谜题 第一季,1418000,"奇幻,智斗,推理"
137000,294000,钻石王牌 ～Second Season～,3934000,运动
14000,62000,紫式部 源氏物语,648000,"历史,恋爱"
187000,110000,变形金刚 领袖之证 美版第一季,4072000,"科幻,热血"
6046,71000,无口的森田小姐,626000,"日常,泡面"
33000,1179000,蜡笔小新 超时空！呼风唤雨的我的新娘,1317000,"萌系,搞笑,少儿,穿越"
31000,62000,魔人侦探食脑奈罗,1038000,"奇幻,推理"
1773,62000,为什么猫都叫不来,1166000,萌系
2793,63000,不可思议的教室,164000,"搞笑,日常,校园"
15000,63000,备长炭,427000,"萌系,搞笑,日常,治愈"
11000,270000,今天开始做魔王 第三季,885000,"奇幻,神魔"
11000,63000,四娘物语,272000,日常
16000,63000,弩級戰隊H×EROS（僅限港澳台地區）,312000,"漫画改,战斗,架空"
5317,227000,剧场版 笑傲昙天(外传) 「前篇」,639000,奇幻
33000,97000,BT21 UNIVERSE动画,1404000,"日常,偶像,励志,原创"
5040,131000,双恋 Alternative,332000,日常
37000,63000,动画心疗系,2899000,"搞笑,泡面"
88000,425000,小马宝莉：友谊的魔力 第六季 (中配）,3802000,"萌系,魔法,日常,少儿"
61000,468000,奇诺之旅,2683000,"小说改,奇幻,冒险"
2601,63000,京四郎和永远的天空,187000,"恋爱,奇幻"
76000,76000,第一神拳,3705000,"运动,热血"
61000,1213000,哆啦A梦 大雄的宇宙英雄记,2400000,"奇幻,时泪,冒险"
32000,116000,猎人 剧场版 最后的任务,1195000,"热血,原创"
22000,563000,排球少年剧场版 观念之战,1178000,"热血,运动"
5029,1464000,热诚传说～导师的黎明～,863000,"奇幻,架空,冒险"
14000,60000,海月姬,616000,"搞笑,日常,治愈"
13000,148000,神曲奏界Polyphonica crimson S,575000,"奇幻,架空"
500000,190000,游☆戏☆王 5D's 第二季,17091000,"热血,奇幻,战斗"
6673,132000,机动战士高达 THE ORIGIN IV：命运的前夜,543000,"机战,科幻,漫画改"
6825,61000,枪心剑刃,394000,"奇幻,架空"
13000,794000,AIR 剧场版,518000,"奇幻,日常,治愈"
34000,227000,女神异闻录3 剧场版 #2 Midsummer Knight's Dream,1898000,"科幻,奇幻,校园,战斗"
13000,61000,VIVIDRED OPERATION,372000,"科幻,热血"
20000,61000,暗夜第六感,462000,科幻
33000,61000,机动战士高达AGE,1156000,"原创,科幻,机战"
5269,85000,漫研部,989000,"搞笑,泡面,日常,校园"
22000,402000,薄樱鬼 雪华录,738000,"历史,声控,乙女"
2184,61000,女学。～圣女斯克威尔学院～,737000,"日常,萌系,校园,偶像"
41000,62000,星之卡比,1380000,"萌系,奇幻,搞笑,治愈"
24000,58000,鬼神童子ZENKI,1101000,"奇幻,热血"
4727,58000,田中君總是如此慵懶（僅限港澳台地區） ,117000,"漫画改,搞笑,日常,校园"
27000,58000,棒球伙伴,962000,"运动,治愈"
22000,58000,闪灵二人组,713000,热血
26000,314000,前进吧！登山少女  第二季,717000,"治愈,萌系,日常"
7295,132000,机动战士高达 THE ORIGIN III：破晓起义,452000,"机战,科幻,漫画改"
8612,66000,解谜之音,855000,"推理,原创,泡面"
3639,694000,魔弹之王与战姬 SP 堤格尔君与战姬亲,1274000,"奇幻,泡面,架空"
17000,425000,彩虹小马 小马国女孩3：友谊大赛,808000,萌系
13000,59000,信长协奏曲,555000,"漫画改,历史,声控"
35000,1179000,蜡笔小新 呼风唤雨！光荣烧肉之路,1152000,"萌系,少儿"
2122,902000,青之驱魔师 OAD,698000,"奇幻,战斗"
21000,59000,狼雨,581000,"科幻,时泪"
19000,58000,魔法少女？Naria☆Girls,799000,"萌系,魔法"
7188,59000,棺姬嘉依卡 OVA,447000,"奇幻,架空"
24000,70000,遥远时空中 八叶抄,734000,"奇幻,乙女,架空,穿越"
45000,425000,小马宝莉 友谊的魔力 第八季（中配）,4683000,"少女,魔法"
14000,59000,SUSHI POLICE,1431000,"科幻,奇幻"
4897,108000,夏娃的时间 剧场版,356000,"科幻,机战"
77000,168000,玛莉亚?狂热 第二季,1804000,"搞笑,日常"
6313,56000,浜虎SD（迷你浜虎）,461000,"萌系,校园,奇幻,泡面"
5017,56000,漫画少女,772000,"萌系,日常,泡面"
12000,117000,强袭魔女:胜利之箭行动,695000,"热血,科幻,战斗"
6902,56000,欢乐课程,503000,日常
3857,57000,东京糖衣巧克力,248000,"少女,日常,治愈"
15000,270000,今天开始做魔王 第二季,1154000,"奇幻,神魔,架空,穿越"
3544,57000,亚人酱有话要说 （僅限台灣地區）,52000,"漫画改,日常,搞笑,校园"
3572,60000,翼神传说,241000,热血
30000,1179000,蜡笔小新 呼风唤雨！夕阳下的春日部男孩,1101000,"萌系,搞笑,少儿"
12000,123000,苍穹之法芙娜EXODUS,721000,"机战,战斗"
27000,57000,斗牌传说,1858000,"热血,智斗"
25000,202000,彩云国物语 第二季,1341000,"奇幻,少女,声控,小说改"
2253,57000,波子汽水,404000,"日常,治愈,游戏改"
2363,57000,浦岛坂田船的日常,648000,"泡面,原创,校园"
5869,57000,魔法少女☆伊莉雅（僅限港澳台地區）,102000,"漫画改,魔法,冒险,战斗"
34000,227000,女神异闻录3 剧场版 #3 Falling Down,1898000,"科幻,奇幻,校园,战斗"
101000,95000,怪盗JOKER 第一季,2363000,"萌系,少儿"
17000,67000,圣哥传,626000,"搞笑,日常"
64000,105000,宇宙战舰大和号 2199,1779000,"时泪,科幻,热血"
3477,128000,打工小哥！之2！,1082000,"萌系,治愈"
4092,436000,白兔糖 特典,395000,"日常,治愈"
3836,57000,Happiness!,182000,"萌系,日常"
5276,53000,CANVAS2 七彩的素描,183000,"少女,治愈"
14000,54000,西洋古董洋果子店,396000,"日常,治愈,美食"
20000,1179000,蜡笔小新 呼风唤雨黄金的间谍大作战,1247000,"萌系,搞笑,少儿"
91000,167000,创圣的大天使LOGOS,2881000,"科幻,热血,机战"
4649,517000,偶像大师灰姑娘剧场 第二季,1290000,"音乐,偶像,原创"
8870,55000,包在小可身上,590000,萌系
21000,55000,百變小櫻Clear咭（僅限港澳地區）,757000,"少女,魔法,漫画改"
63000,55000,宇宙兄弟,1031000,"科幻,日常,治愈,热血"
23000,194000,交响情人梦Finale,1092000,"少女,音乐"
971,63000,吟游默示录,85000,奇幻
2179,56000,青之花,369000,"日常,少女,治愈"
52000,71000,逮捕令 第一季,1109000,"日常,少女,热血,职场"
34000,598000,阿松 SP 赛马轶事,624000,"搞笑,日常"
2898,56000,龙鸣,484000,"科幻,热血"
7358,56000,暗夜魔法使,563000,"奇幻,热血"
7898,56000,不思议美眉,1154000,"萌系,搞笑,日常"
5246,51000,流★星LENS,496000,"恋爱,少女"
8356,188000,高达创战者 战斗部落（BATTLOGUE）,1309000,机战
28000,51000,逆转监督,1089000,运动
6115,51000,兔丸,546000,萌系
18000,1179000,蜡笔小新 呼唤传说！三分钟嘎巴大进攻,1094000,"萌系,搞笑,少儿"
4019,51000,竞女（僅限港澳台地區）,87000,漫画改
13000,197000,梦之祭！R,1202000,"偶像,原创"
15000,227000,魔法老师涅吉!?,896000,"萌系,日常,魔法"
21000,488000,失忆症  SP,627000,"乙女,治愈"
6508,117000,强袭魔女 剧场版,513000,"热血,科幻,奇幻,战斗"
28000,52000,雷顿神秘侦探社～卡特莉的解谜事件簿～,1497000,推理
31000,57000,英国恋物语艾玛,700000,"恋爱,治愈"
7416,129000,对某飞行员的追忆,327000,架空
31000,53000,机动武斗传G高达,1015000,"热血,机战,科幻"
27000,52000,凡尔赛玫瑰,546000,"少女,历史,时泪"
17000,135000,马达加斯加的企鹅 第二季,1825000,萌系
20000,54000,魔法骑士,830000,"奇幻,少女,魔法,架空"
16000,53000,蟑螂娘,812000,萌系
3956,49000,私立堀镡学园 番外篇,445000,"萌系,搞笑,校园"
17000,49000,武装炼金,639000,热血
88000,117000,现视研 二代目,678000,"日常,少女"
15000,49000,二十面相少女,386000,"奇幻,热血"
1922,174000,网球并不可笑嘛 第八季,922000,"搞笑,漫画改,泡面"
4358,53000,一弦定音！（僅限港澳台地區）,249000,"漫画改,恋爱,校园,音乐"
27000,50000,棒球大联盟 2,2676000,"运动,漫画改"
9991,191000,我的女神 缤纷之翼,383000,"时泪,治愈,奇幻"
36000,49000,橘子酱男孩,841000,"少女,校园"
6624,50000,温泉屋小女管家,598000,日常
85000,240000,越狱兔 第5季,5222000,"萌系,搞笑,泡面"
7616,554000,网球王子 BEST GAMES!!,774000,"漫画改,热血,奇幻,社团"
12000,76000,罗德岛战记,633000,"时泪,奇幻,神魔,架空"
43000,113000,AKB0048 第二季,2683000,"科幻,音乐,热血,偶像"
500000,190000,游☆戏☆王 5D's 第三季,17090000,"热血,奇幻,战斗"
5332,132000,机动战士高达 THE ORIGIN II：悲哀的阿尔黛西亚,387000,"机战,科幻,漫画改"
3602,50000,柴犬阿旺的和式生活,334000,"萌系,日常"
12000,511000,只要你说你爱我 OAD,770000,"恋爱,少女"
25000,1179000,蜡笔小新 呐喊!春日部野生王国,1024000,"萌系,搞笑,少儿"
24000,48000,学校怪谈,617000,日常
428000,728000,ULTRAMAN 机动奥特曼（中配）,26022000,"漫画改,奇幻,战斗,科幻"
10000,62000,乌瑟的穷困生活,873000,"萌系,搞笑,日常,泡面"
1522,47000,苍之茧,174000,科幻
4105,60000,碧藍幻想（僅限台灣地區）,92000,"奇幻,游戏改,架空,冒险"
7121,48000,分形世界,243000,奇幻
12000,47000,魔女猎人罗宾,400000,奇幻
5071,48000,弹珠警察,698000,"萌系,热血"
8947,48000,GO!GO!575,655000,"日常,治愈"
4459,49000,銀魂（僅限港澳台地區）,439000,"漫画改,热血,战斗,搞笑"
1190,472000,我们大家的河合庄 SP,1108000,日常
1937,402000,薄樱鬼 番外,246000,"历史,声控,乙女"
16000,590000,南家三姐妹 夏日假期,579000,"萌系,搞笑,日常"
7102,563000,排球少年剧场版 胜者与败者,911000,"热血,运动"
3977,49000,独自生活的小学生,1130000,泡面
8491,611000,BanG Dream! OVA,586000,"音乐,校园,社团,日常"
2456,68000,棺姬嘉依卡（僅限港澳台地區）,59000,"小说改,战斗,魔法,冒险"
19000,1179000,蜡笔小新 呼风唤雨！战国大合战,833000,"萌系,少儿,穿越,冒险"
16000,563000,排球少年剧场版 才能与感觉,936000,"热血,运动"
12000,46000,宫河家的空腹,890000,"萌系,日常,泡面,治愈"
26000,148000,Classica Loid 第二季,938000,原创
7521,479000,天体的秩序SP,313000,"原创,奇幻,日常,治愈"
30000,1213000,哆啦A梦 第三季,3186000,"漫画改,搞笑,日常,少儿"
25000,46000,怪谈餐厅,589000,"奇幻,校园,日常"
7384,188000,高达创战者 ?GM的逆袭,946000,"热血,机战"
2756,429000,在盛夏等待 特别篇,393000,"催泪,恋爱,科幻"
1912,517000,偶像大师灰姑娘剧场 第四季（TV版）,844000,"原创,日常,偶像,萌系"
18000,1179000,蜡笔小新 呼风唤雨！会唱歌的屁股炸弹,860000,"萌系,搞笑,少儿"
20000,46000,神是中学生,396000,"奇幻,日常"
23000,139000,人鱼的旋律Pure,930000,"萌系,奇幻"
16000,1179000,蜡笔小新之布里布里王国的秘密宝藏,749000,"搞笑,时泪,冒险"
3928,46000,產子救世錄（僅限港澳台地區）,109000,"战斗,游戏改,架空,穿越"
7850,47000,B-PROJECT（僅限港澳台地區）,243000,"乙女,音乐"
3647,456000,TARI TARI OVA,330000,"少女,治愈"
26000,47000,吸血猫,1129000,"萌系,日常,泡面,治愈"
570,87000,欢迎来到加帕里公园 第三季,422000,"日常,萌系,泡面,架空"
5639,60000,魔法使的注意事项,273000,"奇幻,治愈,魔法"
423,44000,魔劍姬！通（僅限港澳台地區）,38000,少女
15000,1179000,蜡笔小新之黑暗珠珠大追击,752000,"萌系,时泪,少儿,冒险"
5548,44000,岩窟王,184000,科幻
23000,875000,滑头鬼之孙 第一季【中文】,2025000,"热血,奇幻,战斗,声控"
34000,425000,彩虹小马：小马国女孩2  彩虹摇滚,1295000,"萌系,少女,魔法"
63000,47000,蓝宝石之谜,1470000,"科幻,热血,冒险"
13000,1179000,蜡笔小新之云黑斋的野心,683000,"萌系,时泪,少儿,穿越"
7502,44000,到另一个你的身边去,277000,"奇幻,科幻,少女"
3309,45000,新撰组镇魂歌 二分之一,778000,"搞笑,泡面,历史"
15000,47000,铁胆火车侠 第一季,731000,"萌系,热血"
3198,99000,战国鸟兽戏画～乙～,827000,"泡面,搞笑,日常,历史"
4989,45000,Fantasista Doll,238000,"偶像,少女"
5803,45000,沉默的未知,263000,"科幻,热血"
34000,75000,魔女的考验【中文】,1219000,"萌系,奇幻,少女,魔法"
15000,45000,月咏-MOON PHASE-,437000,奇幻
5218,45000,校园理想乡 学美向前冲！,178000,"萌系,搞笑,科幻,声控"
40000,67000,铁臂阿童木 2003,1417000,"时泪,萌系,科幻,少儿"
6597,45000,旅街LateShow,424000,"日常,治愈,美食"
1858,46000,赐予护女神的祝福,150000,"萌系,奇幻"
2040,56000,真魔神英雄传 魔神山篇,695000,"热血,奇幻,历史,时泪"
12000,50000,舞-HIME,371000,"奇幻,热血,魔法"
25000,46000,迷宫塔 ～乌鲁克之盾～,649000,"奇幻,科幻,热血,架空"
19000,42000,近所物语,497000,"日常,少女"
26000,194000,交响情人梦 巴黎篇,886000,"少女,音乐"
6622,66000,铁腕巴迪 DECODE,423000,"战斗,漫画改"
26000,158000,文学少女 今日的点心～初恋～,555000,校园
15000,42000,地狱天使,313000,奇幻
15000,266000,精灵宝可梦 剧场版16：神速的盖诺赛克特 超梦觉醒,865000,架空
5468,43000,仰望天空的少女瞳中的世界,225000,"奇幻,科幻,治愈,架空"
50000,131000,四驱兄弟WGP（中文）,3148000,"时泪,热血"
1381,43000,虹色DAYS OAD,330000,恋爱
14000,134000,美妙☆频道,1698000,"音乐,偶像,原创"
8227,53000,魔神坛斗士,857000,"科幻,热血,穿越"
45000,110000,变形金刚：领袖之证 中文第一季,1881000,"热血,科幻"
4192,43000,幸运逻辑,404000,"原创,奇幻,战斗"
15000,44000,无限的未知,419000,科幻
9823,44000,花田少年史,294000,"日常,治愈,时泪"
2780,152000,当女孩遇到熊 SP,334000,"日常,治愈"
5258,41000,月桂树的王子们,377000,乙女
26000,41000,侦探小队KZ事件簿,1197000,"校园,少女,日常"
4723,76000,罗德岛战记-英雄骑士传-,477000,"时泪,奇幻,架空,冒险"
28000,41000,悲惨世界 少女珂赛特,485000,"少女,治愈"
18000,402000,薄樱鬼 第二章 士魂苍穹,369000,"声控,历史"
26000,446000,魔法少女奈叶 The MOVIE 2nd A’s,905000,魔法
1654,41000,心动的日子,115000,"日常,治愈"
43000,95000,怪盗Joker 第四季,1786000,"漫画改,推理"
24000,41000,萩萩公主,525000,"奇幻,少女"
8181,99000,食戟之靈 豪之皿（僅限港澳台地區）,424000,"漫画改,搞笑,校园"
3000,63000,怪物弹珠 第二季 前篇,334000,"奇幻,战斗"
6259,41000,素描簿,207000,"萌系,日常,治愈"
4941,42000,列比乌斯/Levius,527000,"漫画改,战斗,科幻"
2128,162000,雨色可可 in Hawaii,480000,"日常,泡面"
7724,42000,绝灭危愚少女,331000,"科幻,热血"
19000,266000,精灵宝可梦 剧场版12：阿尔宙斯超克的时空,1114000,"架空,穿越,冒险"
15000,42000,蛋黄酱萝莉,349000,"萌系,日常,治愈"
6015,42000,ONE～辉之季节～,210000,治愈
77000,51000,暴力宇宙海贼,1896000,"科幻,战斗,日常"
5207,359000,黄金拼图 Pretty Days,286000,"萌系,日常,治愈"
17000,1213000,哆啦A梦 大雄的新魔界大冒险之7个魔法师,668000,"时泪,少儿,穿越,冒险"
1224,39000,故乡漫游 日本的古老传说 第二季,100000,少儿
36000,685000,全金属狂潮 TSR OVA 战队长悠闲的一天,1238000,"小说改,热血,机战,科幻"
14000,40000,强殖装甲凯普,680000,战斗
3684,49000,摸索吧！部活剧,242000,"日常,社团"
3404,118000,机巧魔神2,254000,机战
9153,145000,玉响～毕业写真～,593000,"校园,日常,治愈"
2893,40000,键姬物语 永久爱丽丝轮舞曲,256000,"萌系,奇幻,热血,战斗"
18000,402000,薄樱鬼 第一章 京都乱舞,370000,"声控,时泪"
9251,188000,高达创战者 TRY 岛上热战,725000,机战
1971,209000,剧场版「 - Alice in the Garden -」,190000,奇幻
29000,40000,湾岸MIDNIGHT,1067000,热血
11000,40000,NEEDLESS,455000,"科幻,热血"
23000,40000,格林童话剧场【中文】,801000,"奇幻,时泪"
85000,240000,越狱兔 第2季,5222000,"萌系,搞笑,泡面"
3962,158000,文学少女 剧场版,246000,"少女,治愈"
2589,174000,网球并不可笑嘛 第九季,1101000,搞笑
2240,41000,神圣十月,279000,"奇幻,热血"
35000,38000,战国Collection ,686000,"奇幻,热血,游戏改"
13000,38000,光晕：传奇,884000,科幻
6385,38000,笨蛋男友,443000,日常
4166,530000,浪客剑心 （中配）,864000,"热血,战斗,历史"
85000,240000,越狱兔 第3季,5222000,"萌系,搞笑,泡面"
18000,38000,兽王星,345000,热血
2902,39000,苍之瞳的少女,153000,"奇幻,科幻"
13000,266000,XY：破坏之茧与蒂安希,685000,"架空,冒险"
39000,193000,校园迷糊大王 二学期,1163000,"搞笑,日常"
16000,53000,时间飞船24,667000,"科幻,原创"
40000,39000,每度！浦安铁筋家族,6813000,"搞笑,日常,泡面"
25000,1179000,蜡笔小新 森林里的暴风雨,1010000,"萌系,少儿,冒险"
12000,266000,精灵宝可梦 剧场版5：水都的守护神拉帝亚斯和拉帝欧斯,554000,"架空,冒险"
3895,39000,枪神剧场版,404000,战斗
6728,39000,幕末Rock,208000,"搞笑,音乐,偶像,游戏改"
7853,132000,机动战士高达 THE ORIGIN V：激战 鲁姆会战,517000,"机战,科幻,漫画改"
80000,299000,FORTUNE ARTERIAL -赤之约束- OAD,2054000,"奇幻,日常"
14000,505000,怪盗基德1412（中配）,1860000,"漫画改,智斗,恋爱"
693,39000,白砂糖战士,359000,少女
1,68000,棺姬嘉依卡 AVENGING BATTLE（僅限港澳台地區）,36000,"小说改,战斗,魔法"
85000,240000,越狱兔 第4季,5222000,"萌系,搞笑,泡面"
7876,42000,读或死 TV,215000,科幻
6587,48000,Crane Game Girls,579000,"日常,泡面,偶像"
7685,39000,战国无双,371000,"历史,热血"
1493,348000,再见绝望先生 Blu-ray BOX化纪念话,212000,"搞笑,日常"
14000,266000,精灵宝可梦 剧场版10：决战时空之塔帝牙卢卡VS帕路奇犽VS达克莱伊,618000,"架空,冒险"
15000,469000,丹特丽安的书架 OVA 荆姬,509000,"奇幻,战斗"
27000,1213000,哆啦A梦 大雄的平行西游记,1127000,"萌系,奇幻,科幻,少儿"
9421,37000,弱酸性百万亚瑟王,4034000,"搞笑,漫画改,架空"
9282,38000,拜托了！双子星,334000,"日常,少女"
3113,41000,再造人卡辛,223000,科幻
46000,38000,魔法护士小麦R,882000,"萌系,战斗,魔法"
2072,38000,CLAMP学园侦探团,150000,搞笑
28000,425000,小马宝莉  第五季 (中配）,2936000,"少儿,魔法,少女"
7604,266000,精灵宝可梦 剧场版9：宝可梦保育家与苍海的王子 玛纳霏,516000,"架空,冒险"
13000,132000,机动战士高达 THE ORIGIN VI：红色彗星的诞生,692000,"机战,科幻,漫画改"
3001,38000,特例措置团体斯特拉女子学院高等科C3部,131000,"日常,治愈,社团"
6923,38000,科學超電磁砲T（僅限港澳台地區）,594000,"漫画改,战斗,科幻,校园"
3907,66000,铁腕巴迪 DECODE 第二季,617000,科幻
30000,75000,魔女的考验【日语】,986000,"魔法,少儿"
5988,236000,偶像大师,350000,"偶像,励志"
1281,37000,瓶诘妖精,81000,"萌系,奇幻,治愈"
11000,36000,BECK,226000,"音乐,热血,日常"
61000,157000,交响诗篇 AO,1507000,"科幻,热血,催泪,机战"
2241,36000,青之六号,161000,"催泪,科幻,战斗,时泪"
1822,36000,神灵狩,79000,"奇幻,热血"
24000,145000,玉响～more aggressive～,491000,"日常,治愈,社团"
32000,136000,萌菌物语 Returns,1070000,"萌系,日常"
15000,37000,西蒙 SIMOUN,276000,"科幻,机战,架空"
1699,37000,七武士,238000,"热血,机战"
1216,42000,香蕉怪大叔 呐呐~呐 北海妖怪追追追！（第三季）,410000,原创
15000,266000,精灵宝可梦 剧场版7：裂空的访问者代欧奇希斯,553000,"架空,冒险"
7483,1185000,小加速世界,1128000,"萌系,搞笑"
1121,162000,雨色Convention,384000,"日常,漫画改"
3868,37000,心之国爱丽丝 剧场版,333000,"奇幻,声控,乙女"
7631,235000,UN-GO episode: 0 因果论,299000,"奇幻,智斗"
5670,589000,少女☆歌剧Revue Starlight -The LIVE- #2 Transition,322000,"奇幻,战斗,校园,音乐"
4905,174000,兔龟 女高网球部外传,656000,"搞笑,校园,漫画改"
8987,36000,钢铁侠,1262000,"科幻,热血"
2786,35000,實況主的逃脫遊戲【直播中】（僅限台灣地區）,168000,"漫画改,穿越,冒险"
2365,87000,欢迎来到加帕里公园,825000,"萌系,日常,泡面,架空"
7240,266000,精灵宝可梦 剧场版14 黑：比克提尼与黑英雄 捷克罗姆,466000,"架空,穿越,冒险"
25000,37000,失落的宇宙,618000,"时泪,科幻"
9508,425000,彩虹小马 魔法公主特别篇,1231000,"萌系,少女,魔法"
7377,266000,精灵宝可梦 剧场版4：雪拉比穿梭时空的相遇,493000,"架空,穿越,冒险"
8462,36000,超时空要塞 ZERO,465000,"热血,科幻,战斗"
877,36000,温泉巡礼,161000,治愈
5558,52000,快盗天使 BREAK,385000,"魔法,原创"
2086,131000,X战记 剧场版,195000,"奇幻,战斗,时泪"
2700,36000,最终幻想：灵魂深处,434000,架空
2800,113000,金色琴弦～Secondo Passo～,217000,"音乐,乙女"
16000,1213000,哆啦A梦 大雄的恐龙,959000,"萌系,奇幻,科幻,少儿"
2899,36000,AURA ～魔龙院光牙最后的战斗～,220000,"小说改,治愈,校园,恋爱"
11000,36000,Ｄｒ．ＳＴＯＮＥ（新石紀）（僅限港澳台地區）,748000,"漫画改,科幻,冒险,励志"
23000,1213000,哆啦A梦 新·大雄的大魔境-贝可与5人探险队-,802000,"奇幻,时泪,冒险"
16000,1213000,哆啦A梦 大雄的秘密道具博物馆,702000,"奇幻,时泪,冒险"
4954,81000,神枪少女 -IL TEATRINO-,258000,"热血,战斗"
