barrage,follow,name,play,tags
228000,7721000,Re：从零开始休息时间,41413000,"小说改,架空,穿越,冒险"
87000,423000,元气囝仔,3587000,治愈
153000,1857000,伪恋 OAD,6197000,校园
104000,434000,悠久之翼,2707000,"催泪,校园,恋爱"
647000,1365000,零之使魔F,19711000,"奇幻,日常,战斗,小说改"
272000,423000,少女们向荒野进发,8090000,校园
84000,448000,飞翔的魔女,3613000,"魔法,日常,治愈"
197000,428000,机动战士高达00,8847000,"科幻,热血,机战"
52000,389000,聆听者 / LISTENERS,5164000,"原创,音乐,热血"
95000,539000,巴哈姆特之怒 GENESIS,3793000,"奇幻,魔法,神魔,架空"
137000,383000,异世界居酒屋～古都阿伊特力亚的居酒屋阿信～,11616000,"小说改,美食,架空"
173000,419000,食梦者,4388000,"日常,热血,励志,职场"
265000,1212000,Love Live! Sunshine!! 第二季,5880000,"音乐,校园,偶像,社团"
165000,460000,Concrete Revolutio 超人幻想 第一季,7661000,"热血,奇幻,战斗,魔法"
3067,530000,浪客剑心 新京都篇,399000,"战斗,历史"
68000,391000,白猫计划 零之纪元,6938000,"游戏改,战斗,恋爱,奇幻"
59000,394000,SOLA,2020000,"治愈,奇幻,催泪"
102000,505000,天元突破红莲螺岩,5198000,"热血,科幻,励志,机战"
109000,562000,花牌情缘,4172000,"少女,运动,校园,热血"
221000,394000,革命机Valvrave,6206000,"机战,科幻,战斗,原创"
284000,451000,吸血鬼骑士,8657000,"奇幻,少女,乙女,神魔"
33000,453000,叛逆性百万亚瑟王,5567000,"奇幻,战斗,游戏改,架空"
785000,604000,亚尔斯兰战记,21753000,"热血,智斗,战斗,架空"
63000,395000,宅饮,6071000,"日常,美食,漫画改"
118000,397000,星合之空,7088000,"原创,运动,校园"
13000,396000,在世界尽头咏唱恋曲的少女YU-NO,1004000,"游戏改,科幻,恋爱,声控"
21000,1044000,凉宫春日的忧郁 2006,1714000,"时泪,奇幻,搞笑,科幻"
146000,360000,怪 ?AYAKASHI?,3036000,"历史,奇幻,治愈"
40000,365000,只要長得可愛，即使是變態你也喜歡嗎？（僅限台灣地區）,1080000,"小说改,校园,恋爱"
117000,369000,冷然之天秤,6793000,"乙女,游戏改"
46000,1044000,凉宫春日的消失,1212000,"搞笑,奇幻,校园,日常"
11000,524000,田中君总是如此慵懒小剧场,15294000,日常
36000,361000,神薙,1427000,日常
52000,363000,付丧神出租中,5203000,"小说改,治愈,神魔"
132000,360000,发条精灵战记 天镜的极北之星,7940000,"奇幻,战斗,架空"
68000,369000,奇幻☆怪盗,6261000,"小说改,奇幻,恋爱"
20000,532000,悠哉日常大王 Repeat OAD,2710000,"少女,日常"
2638,530000,浪客剑心 星霜篇,343000,"催泪,战斗,历史"
91000,505000,怪盗基德,5507000,"漫画改,智斗"
60000,375000,阿尔蒂,4823000,"漫画改,日常,治愈"
593000,374000,青春生存游戏,9823000,"热血,校园,战斗,少女"
38000,5061000,夏目友人帐 第五季 特别篇,3612000,"奇幻,日常,治愈"
220000,373000,写真女友,8513000,"日常,声控,游戏改"
57000,378000,催眠麦克风-Division Rap Battle- Rhyme Anima,1634000,"偶像,音乐"
142000,377000,Ange Vierge,4706000,"奇幻,战斗"
46000,376000,春宵苦短，少女前进吧,2477000,"恋爱,奇幻"
55000,380000,狼的孩子雨和雪,2120000,"治愈,励志,催泪"
83000,1072000,進擊的巨人 第三季 Part.2（僅限台灣地區）,3159000,"漫画改,热血,奇幻,战斗"
11000,346000,池袋西口公园,989000,"小说改,推理"
70000,346000,企鹅公路,2860000,"奇幻,动画,冒险,小说改"
406000,1253000,灼眼的夏娜III -Final-,5406000,"战斗,热血,小说改,奇幻"
649000,554000,网球王子,15833000,"校园,运动,奇幻"
330000,728000,迷糊餐厅 WORKING!!!,12649000,"搞笑,日常,声控,美食"
82000,343000,中间管理录利根川,8991000,"搞笑,日常,励志,职场"
149000,402000,薄樱鬼,3410000,"历史,少女,声控,乙女"
116000,348000,S.A特优生,4293000,"日常,少女"
418000,423000,机动战士高达SEED HD,13135000,"科幻,机战"
32000,350000,钢壳都市雷吉欧斯,1852000,"科幻,热血,战斗,架空"
71000,353000,肆式青春,5934000,动画
351000,902000,好想告诉你 第二季,8708000,"少女,校园,治愈,催泪"
46000,354000,无法逃离的背叛,2157000,奇幻
455000,1014000,魔笛MAGI 第二季,21358000,"奇幻,战斗,架空,冒险"
100000,355000,恶魔之谜,3100000,校园
118000,353000,LOST SONG 失落的歌谣,5494000,"音乐,原创,架空"
56000,356000,社长，战斗时间到！,5865000,"游戏改,奇幻,战斗,职场"
165000,357000,动画同好会,4377000,"校园,社团,原创,搞笑"
77000,359000,寻找失去的未来,2589000,"校园,穿越"
7841,323000,王之逆袭：意志的继承者,1346000,"奇幻,战斗,冒险,架空"
8053,326000,魔法律事务所 第二季,2484000,"漫画改,奇幻,魔法"
39000,328000,BEM,4157000,"漫画改,战斗,奇幻"
53000,3954000,中二病也要谈恋爱！恋 Lite,5587000,"恋爱,奇幻,战斗"
109000,4471000,四月是你的谎言 OAD,5133000,"催泪,少女"
43000,323000,啄木鸟侦探社,3261000,"小说改,推理"
273000,326000,电器街的漫画店,10346000,"萌系,搞笑,日常,治愈"
120000,325000,影之诗,4536000,"游戏改,少儿"
47000,437000,初音岛,2066000,"游戏改,日常,校园,恋爱"
11000,333000,魔法科高校的劣等生 简单易懂的魔法科！,7387000,"校园,搞笑,战斗,日常"
85000,328000,伯爵与妖精,3263000,"奇幻,少女"
53000,332000,笑容的代价,5972000,"科幻,战斗,原创,机战"
79000,1438000,EVA 新世纪福音战士新剧场版1.11：序,5145000,"科幻,机战,战斗"
160000,604000,亚尔斯兰战记 风尘乱舞,5034000,"热血,战斗,架空,冒险"
68000,875000,滑头鬼之孙 第二季,4094000,"奇幻,战斗,热血,声控"
55000,336000,Q弟侦探因幡,3229000,"萌系,搞笑,日常"
77000,395000,DOG DAYS,2419000,"少女,战斗,热血,声控"
81000,340000,厨病激发男孩,5035000,"小说改,搞笑,日常,校园"
574000,1253000,灼眼的夏娜II -Second-,5468000,"校园,战斗,热血,小说改"
283000,306000,高达创形者,17056000,"热血,机战,社团,少儿"
317000,309000,长门有希酱的消失,8039000,"日常,少女,治愈"
126000,306000,黑之宣告,4174000,"机战,战斗,科幻"
23000,312000,战翼的希格德莉法,1393000,"原创,科幻"
22000,309000,普通攻擊是全體二連擊，這樣的媽媽你喜歡嗎？（僅限台灣地區）,671000,"小说改,奇幻,穿越"
62000,306000,放学后桌游俱乐部,3162000,"漫画改,校园,日常,社团"
32000,306000,异界群敌 代码重组,4028000,"游戏改,战斗,科幻,萌系"
14000,2968000,罪恶王冠 SP,6894000,"奇幻,战斗,热血"
53000,348000,再见绝望先生,2563000,"搞笑,日常"
44000,313000,佐賀偶像是傳奇（僅限港澳台地區）,1873000,"原创,搞笑,偶像"
54000,337000,蜂蜜与四叶草,3117000,"萌系,恋爱,少女,治愈"
44000,315000,牵牛花与加濑同学。,1391000,"校园,日常,漫画改"
61000,359000,黄金拼图,1357000,"萌系,日常,治愈"
137000,315000,三颗星彩色冒险,4378000,"萌系,漫画改,搞笑"
52000,318000,RobiHachi,4687000,"原创,冒险"
60000,322000,斩·赤红之瞳！ 爆笑小剧场,7351000,"小说改,战斗,治愈,架空"
77000,315000,猫眼三姐妹,3888000,"热血,少女,时泪"
39000,323000,政宗君的复仇,2761000,"搞笑,日常,恋爱,校园"
27000,341000,魔法使的新娘（僅限台灣地區）,1107000,"恋爱,奇幻,魔法,漫画改"
34000,293000,四畳半神话大系,2054000,"日常,治愈"
112000,546000,高达创形者 再起,11413000,"原创,热血,科幻,机战"
101000,2707000,珈百璃的堕落 SP,5123000,"校园,日常,漫画改"
60000,980000,Little Busters! ～Refrain～,2383000,"校园,励志,游戏改"
23000,294000,人类衰退之后,1517000,"科幻,日常,小说改"
46000,294000,玻璃之花与崩坏的世界,2910000,"原创,治愈,架空"
334000,297000,梦色蛋糕师,10907000,"少女,美食,奇幻,日常"
84000,829000,境界线上的地平线II,4131000,"战斗,小说改,热血,奇幻"
55000,297000,ANIMAYELL!,2834000,"萌系,校园,社团,运动"
115000,300000,全部成为F -THE PERFECT INSIDER-,5325000,"科幻,智斗,推理"
75000,299000,妖狐×仆SS SP,3453000,恋爱
51000,298000,超级弹丸论破2.5 狛枝凪斗与世界的破坏者,3014000,推理
20000,301000,我家有个狐仙大人,1422000,少女
181000,301000,便·当,5871000,"热血,战斗,校园,小说改"
51000,301000,龙的牙医,2498000,"奇幻,战斗,原创,架空"
107000,1360000,DARKER THAN BLACK -流星的双子-,3152000,"奇幻,科幻,战斗,热血"
23000,303000,若能与你共乘海浪之上,2132000,"爱情,奇幻,动画"
33000,326000,新樱花大战,3957000,"游戏改,机战,恋爱"
219000,330000,萝球社！,3097000,"校园,萌系,运动,小说改"
20000,305000,#NAME?,1948000,"萌系,搞笑,日常"
152000,505000,怪盗基德1412,9470000,"漫画改,智斗"
48000,554000,未确认进行式,3435000,"漫画改,萌系,搞笑"
31000,274000,URAHARA,2167000,"萌系,奇幻,治愈"
13000,275000,政宗君的复仇（僅限港澳台地區）,232000,"漫画改,校园,恋爱"
172000,277000,忍者终结者 SE,7816000,"热血,奇幻,战斗"
33000,2820000,CLANNAD ～AFTER STORY～另一个世界 杏篇,1724000,"时泪,校园,治愈,催泪"
27000,277000,梅露可物语 : 无精打采的少年与瓶中少女,2537000,"萌系,游戏改,架空,冒险"
81000,278000,心灵侦探八云,2520000,"推理,智斗"
242000,539000,巴哈姆特之怒 VIRGIN SOUL,9564000,"奇幻,战斗,魔法,架空"
22000,1888000,命运石之门 境界面上的迷失之链,3795000,"科幻,穿越"
43000,342000,快要坏掉的八音盒,1793000,"催泪,少女,治愈"
370000,285000,Dance with Devils,6365000,"校园,乙女"
117000,285000,Regalia 三圣星,4044000,"机战,战斗,架空"
26000,299000,FORTUNE ARTERIAL -赤之约定-,1098000,"奇幻,日常,游戏改"
15000,524000,田中君总是如此慵懒 特典,4070000,"搞笑,治愈"
80000,486000,结城友奈是勇者 鹫尾须美之章&勇者之章,4079000,"少女,魔法,原创,冒险"
28000,291000,不正经的魔术讲师与禁忌教典,2821000,"战斗,校园,奇幻,架空"
12000,288000,为美好的世界献上祝福！ 第二季 （僅限港澳台地區）,522000,"小说改,穿越,奇幻,搞笑"
47000,3943000,路人超能100 REIGEN～不为人知的奇迹灵能者～（OVA）,5650000,"搞笑,战斗"
174000,1924000,地狱少女 二笼,3837000,原创
244000,266000,青年黑杰克,6970000,"奇幻,智斗,职场"
105000,676000,逆转裁判 第二季,6699000,"推理,游戏改"
103000,266000,女神异闻录4,3773000,"热血,奇幻,校园,战斗"
164000,265000,笑面推销员NEW,5493000,漫画改
24000,8031000,OVERLORD Ⅱ SP,26470000,"职场,架空"
29000,267000,踏切时间,5826000,"日常,泡面"
79000,272000,无畏魔女,3722000,"战斗,机战,原创"
77000,267000,未来都市No.6 ,1932000,"小说改,科幻"
48000,691000,学生会的一己之见 Lv.2,2308000,"小说改,搞笑,日常,校园"
2979000,267000,沒有黃段子的無聊世界（僅限港澳台地區）,48131000,"日常,校园"
95000,1244000,×××HOLiC·继,3270000,奇幻
35000,287000,超级小白,9018000,"漫画改,搞笑"
26000,270000,消灭都市,4684000,"游戏改,冒险"
201000,1433000,Free! -Eternal Summer-,3639000,"校园,运动"
92000,271000,战刻夜想曲,4498000,"乙女,游戏改,穿越"
97000,1438000,EVA 新世纪福音战士新剧场版3.33：Q,4639000,"机战,科幻,战斗"
251000,3642000,野良神 OAD,9627000,"奇幻,日常"
59000,279000,鹿枫堂,4996000,少女
344000,273000,众神的恶作剧,6347000,"乙女,奇幻"
6341,257000,富豪刑警 Balance:UNLIMITED（僅限港澳台地區）,283000,"小说改,搞笑,推理"
58000,259000,小森同学拒绝不了！,7391000,"校园,日常,萌系"
29000,1100000,UQ HOLDER！悠久持有者 OAD,3624000,"热血,战斗,漫画改"
154000,261000,三者三叶,4142000,"萌系,校园,日常,治愈"
96000,1633000,笨蛋，测验，召唤兽  OVA,5329000,"搞笑,校园,社团,日常"
103000,256000,宇宙巡警露露子,6112000,"奇幻,泡面"
26000,764000,潜行吧！奈亚子 OVA 温柔地解决敌人的方法,3557000,少女
140000,259000,梦幻之星online2,6546000,"科幻,奇幻"
12000,260000,食灵-零-,703000,战斗
26000,2820000,CLANNAD 另一个世界 智代篇,1724000,"校园,治愈,时泪,催泪"
72000,263000,KANON / 雪之少女（京都版）,1301000,"少女,治愈,催泪"
448000,1421000,精灵宝可梦 XY,12201000,"热血,战斗,励志"
22000,1888000,命运石之门 聪明睿智的认知计算,3418000,科幻
36000,264000,我的朋友很少 OAD,3752000,"小说改,社团,少女,日常"
55000,264000,和歌子酒 动画,12234000,"日常,泡面,治愈,美食"
464000,423000,机动战士高达SEED Destiny HD,12837000,"科幻,机战"
181000,289000,龙珠超：布罗利,8388000,"动作,奇幻,动画"
51000,261000,传颂之物,1855000,"奇幻,热血,战斗,架空"
98000,264000,希德尼娅的骑士 第一季,5581000,"热血,科幻,机战,冒险"
62000,447000,锁链战记 赫克瑟塔斯之光,4665000,"游戏改,架空"
107000,8031000,剧场版总集篇 OVERLORD 不死者之王,12849000,"奇幻,战斗,魔法"
5931,248000,灰色的迷宫,2656000,"战斗,游戏改"
439000,251000,那就是声优！,7468000,"萌系,搞笑,治愈,职场"
76000,251000,刀语,2438000,"历史,奇幻,战斗,催泪"
157000,270000,银之匙 Silver Spoon 第一季,6287000,"日常,校园,热血,美食"
47000,249000,Room Mate,3221000,"乙女,泡面,原创"
88000,249000,18if 梦境异闻录,2945000,"游戏改,穿越,冒险"
63000,252000,RAIL WARS!-日本国有铁道公安队-,2634000,"小说改,职场"
30000,253000,吸血鬼猎人D,2365000,奇幻
106000,446000,ViVid Strike!,5184000,"战斗,魔法"
16000,253000,虚空魔境 第二季,5064000,"漫画改,热血,战斗"
51000,486000,结城友奈是勇者,1893000,"战斗,魔法,冒险"
119000,1438000,EVA 新世纪福音战士新剧场版2.22：破,4750000,"原创,科幻,机战,战斗"
257000,425000,小马宝莉 第一季,7199000,萌系
48000,2968000,罪恶王冠 失落的圣诞节 an episode of port town,4375000,"战斗,热血,奇幻"
29000,253000,斩首循环 蓝色学者与戏言跟班,2779000,"小说改,推理"
47000,532000,剧场版 悠哉日常大王 Vacation,1490000,"漫画改,萌系,治愈,日常"
38000,2146000,告白实行委员会 告白预演,5220000,"恋爱,校园,声控"
19000,255000,甜梦猫,1118000,"奇幻,萌系,治愈,少女"
9880,241000,攀岩少女！,988000,"漫画改,运动"
81000,240000,刃牙 大擂台赛篇,9798000,"漫画改,热血,战斗"
47000,240000,鬼斩,5452000,"奇幻,战斗"
36000,2235000,钢之炼金术师 叹息之丘的圣星,2576000,"时泪,奇幻,战斗,热血"
58000,655000,荒川爆笑团2,2404000,"搞笑,日常,声控"
33000,270000,今天开始做魔王 第一季,3553000,"奇幻,神魔,架空,穿越"
35000,246000,乒乓,3362000,"漫画改,校园,运动,热血"
131000,1185000,加速世界 Infinite Burst,3763000,"小说改,恋爱,战斗,励志"
56000,243000,战斗女子高校,2986000,"校园,魔法,游戏改,战斗"
204000,241000,石膏男孩,6742000,搞笑
65000,243000,夏日大作战,1603000,"热血,治愈"
93000,520000,八犬传-东方八犬异闻-  第二季,2994000,奇幻
38000,289000,龙珠Z：复活的弗利萨,2292000,"动画,动作"
77000,246000,三丽鸥男子,3050000,原创
78000,246000,恶魔奶爸,9509000,"萌系,搞笑,热血,战斗"
169000,247000,圣斗士星矢 THE LOST CANVAS 冥王神话,6317000,"奇幻,热血,声控,战斗"
42000,247000,青之文学,1663000,治愈
67000,447000,锁链战记 赫克瑟塔斯之光,2004000,"奇幻,战斗,游戏改,架空"
87000,3954000,DEPTH OF FIELD ～ 爱与憎恨的剧场,5007000,"萌系,搞笑,校园"
16000,250000,猫神八百万,1078000,"萌系,奇幻,日常,治愈"
47000,2311000,请问您今天要来点兔子吗？？～Dear?My?Sister～,1186000,"萌系,日常,治愈,萝莉"
55000,231000,Code Geass 亡国的阿基德,2247000,"奇幻,科幻,热血,机战"
184000,233000,黑色残骸,8633000,"机战,科幻,战斗"
229000,428000,机动战士高达00 第二季,8733000,"科幻,热血,机战"
40000,230000,尸者的帝国,1972000,战斗
240000,230000,琴浦小姐,5296000,"日常,催泪,校园,恋爱"
40000,1609000,魔法少女☆伊莉雅 2WEI! OVA,2617000,"少女,战斗,奇幻"
198000,234000,十二国记,6871000,"时泪,奇幻,小说改,励志"
200000,234000,跟班×服务,2191000,"萌系,搞笑,日常,声控"
2495,234000,忍者收藏,743000,"战斗,原创"
62000,728000,迷糊餐厅 WORKING’!!,2196000,"搞笑,日常,声控,美食"
128000,236000,Classroom☆Crisis,5461000,"萌系,奇幻,科幻,日常"
35000,2373000,男子高中生的日常 SP,8165000,"搞笑,校园,日常"
47000,234000,编舟记,2577000,"励志,职场,小说改"
168000,299000,舞武器舞乱伎,5728000,"热血,奇幻,战斗"
121000,240000,世界征服 谋略之星,4464000,"萌系,科幻"
128000,238000,兄弟战争,3882000,"小说改,乙女"
23000,237000,RErideD-穿越时空的德理达,3423000,"科幻,原创,穿越,冒险"
77000,294000,钻石王牌 act II 后半,8254000,"漫画改,校园,运动,社团"
47000,3954000,中二病也要谈恋爱！恋 SP,6597000,"小说改,恋爱,校园"
91000,222000,学园Handsome,5717000,"搞笑,校园,游戏改,泡面"
48000,235000,UN-GO  因果论 ,2239000,"奇幻,智斗,推理"
56000,1072000,進擊的巨人 第三季（僅限台灣地區）,2734000,"热血,漫画改,奇幻,战斗"
42000,764000,潜行吧！奈亚子F,3524000,少女
44000,3537000,魔卡少女樱 香港之旅,1587000,"时泪,萌系,奇幻,少女"
10000,222000,心靈代碼 QUALIDEA CODE（僅限港澳台地區）,439000,"奇幻,战斗"
74000,309000,歌之☆王子殿下 真爱1000%,1575000,"音乐,声控,乙女"
15000,221000,滿腦都是○○的我沒辦法談戀愛（僅限台灣地區）,772000,"漫画改,搞笑,恋爱"
69000,8031000,剧场版总集篇 OVERLORD 漆黑的英雄,13167000,"奇幻,战斗,魔法"
153,223000,满溢的水果挞,205000,"漫画改,日常,萌系,偶像"
277000,236000,偶像大师,2630000,"校园,音乐,催泪,偶像"
32000,252000,ALDNOAH.ZERO,3400000,"原创,科幻,架空,机战"
116000,225000,超心动！艺术之星,5417000,"乙女,音乐"
59000,1105000,幻想嘉年华 Special Season,3841000,"奇幻,日常"
234000,225000,彗星路西法,5280000,"奇幻,架空,冒险"
27000,225000,梦幻之星 神谕篇,5039000,"游戏改,战斗,声控,科幻"
187000,227000,幽游白书,8652000,"时泪,战斗,热血,神魔"
77000,1438000,EVA 新世纪福音战士剧场版：Air / 真心为你,3975000,"科幻,机战,战斗"
37000,227000,出租魔法使,2190000,"奇幻,热血,小说改"
29000,227000,Butlers～千年百年物语～,3022000,"奇幻,校园,少女,战斗"
107000,611000,BanG Dream! 第二季,5967000,"音乐,社团,少女,声控"
69000,1667000,问题儿童都来自异世界？ OVA 温泉漫游记,3412000,"奇幻,战斗,架空,穿越"
22000,685000,全金属狂潮,1406000,"热血,科幻,小说改,机战"
41000,210000,小鸠,1303000,"萌系,日常,少女,治愈"
35000,1360000,DARKER THAN BLACK -黑之契约者- 外传,1486000,"奇幻,科幻,战斗,热血"
36000,215000,最终幻想VII：降临之子,1812000,"科幻,战斗,架空"
93000,1924000,地狱少女 三鼎,2397000,"原创,奇幻,神魔"
130000,3537000,魔卡少女樱 被封印的卡片,2820000,魔法
26000,215000,續 刀劍亂舞 -花丸-（僅限港澳台地區）,721000,"日常,游戏改"
21000,216000,山田君与7人魔女 OAD,2303000,奇幻
67000,3954000,中二病也要谈恋爱！Lite,3623000,"小说改,恋爱,校园"
55000,224000,翠星之加尔刚蒂亚,2857000,"奇幻,科幻,机战,原创"
34000,217000,犬神同学和猫山同学,4652000,"日常,泡面,治愈"
23000,1304000,女神异闻录5 -THE DAY BREAKERS-,2465000,"热血,科幻,奇幻,校园"
189000,1433000,剧场版「High☆Speed! -Free! Starting Days-」,2480000,"校园,运动"
22000,236000,乃木坂春香的秘密,835000,"日常,恋爱"
54000,218000,异国迷宫的十字路口,1211000,"萌系,日常,治愈"
336000,554000,新网球王子 OVA 对战Genius10,7720000,"运动,热血,社团"
70000,4774000,魔法禁书目录 炭,4328000,"萌系,搞笑"
17000,8031000,OVERLORD Ⅲ SP,21256000,"小说改,架空,穿越"
38000,203000,ENDRO~!,1288000,"原创,奇幻,萌系,搞笑"
284000,451000,吸血鬼骑士 Guilty,8657000,"恋爱,乙女,少女"
34000,8031000,OVERLORD OAD,11118000,"热血,奇幻,魔法,架空"
89000,203000,英雄时代,3863000,"科幻,热血,机战,战斗"
169000,200000,枪与假面舞会,3721000,"奇幻,战斗"
39000,1105000,幻想嘉年华 EX Season,3588000,"奇幻,日常"
134000,201000,偶像梦幻祭,4784000,"游戏改,音乐,偶像,声控"
33000,227000,魔法老师涅吉! 第一季,1554000,"萌系,日常,魔法"
9808,203000,幼女战记 短篇,6331000,"泡面,架空"
71000,207000,将国之天鹰星,4057000,"战斗,漫画改,架空"
230000,204000,DAYS,7958000,"热血,校园,运动"
7562,348000,鲁邦三世 PART5,721000,"搞笑,时泪,漫画改"
113000,206000,神装少女小缠,5172000,"魔法,神魔,原创"
87000,206000,奇幻贵公子,2372000,"奇幻,推理"
48000,205000,颠倒的帕特玛,1612000,"科幻,冒险"
60000,267000,魔法少女什么的已经够了啦。,5419000,"萌系,日常,魔法"
72000,208000,归宅部活动记录,2027000,校园
205000,483000,机动战士高达 铁血的奥尔芬斯 第二季,8250000,机战
34000,208000,被狙击的学园,1175000,"催泪,奇幻,校园,日常"
119000,520000,星际牛仔 SP,6008000,"热血,战斗"
166000,1179000,蜡笔小新 第三季（中文）,19623000,搞笑
127000,191000,幸腹涂鸦,4398000,"萌系,日常,治愈,美食"
78000,202000,彩云国物语,2283000,"奇幻,少女,声控,小说改"
36000,191000,次元发电机,7267000,声控
15000,196000,隐之王,912000,"催泪,奇幻"
25000,980000,Little Busters! EX,986000,"校园,日常,治愈,励志"
213000,1179000,蜡笔小新 第五季（中文）,17865000,搞笑
634000,890000,黑塔利亚 Axis Powers 第2期,11315000,"萌系,日常,声控,泡面"
36000,196000,騷亂時節的少女們。（僅限台灣地區）,772000,"漫画改,日常,校园,恋爱"
42000,279000,银河英雄传说：全新命题  星乱,3725000,"小说改,科幻,架空,声控"
79000,198000,斯特拉的魔法,2459000,"萌系,校园,社团"
5523,198000,TRINITY SEVEN 七人魔法使 剧场版 2,1079000,"奇幻,魔法"
13000,446000,魔法少女奈叶,772000,"热血,魔法"
29000,307000,琴之森,3529000,"音乐,治愈,励志,漫画改"
28000,533000,新蔷薇少女,1259000,"萌系,奇幻"
44000,314000,前进吧！登山少女 第三季,2473000,"萌系,社团,日常,漫画改"
50000,207000,C?DE:BREAKER 法外制裁者,2257000,"科幻,热血"
27000,199000,环战公主 CIRCLET PRINCESS,3311000,"社团,战斗,游戏改"
30000,199000,活撃/刀剣乱舞（僅限港澳台地區）,726000,"战斗,神魔,游戏改"
78000,186000,他和她的故事,2432000,"恋爱,少女,日常"
19000,185000,LORD of VERMILION 红莲之王,2261000,"战斗,游戏改"
14000,186000,有顶天家族,985000,"奇幻,日常,治愈"
8126,505000,天元突破 红莲螺岩 剧场版,855000,"原创,热血,战斗,科幻"
16000,193000,武装神姬,932000,热血
549000,890000,黑塔利亚 World Series 第3期,6337000,"萌系,日常,泡面,声控"
31000,186000,OZMAFIA!!,3419000,"萌系,日常,泡面"
39,186000,光之战记－ZUERST－,196000,"奇幻,战斗,架空,游戏改"
42000,187000,江户盗贼团五叶,1097000,"日常,历史"
28000,188000,天堂之吻,2847000,恋爱
123000,590000,南家三姐妹 我回来了,3754000,"萌系,搞笑,日常,漫画改"
24000,189000,真月谭月姬,1000000,"奇幻,校园,战斗"
14000,189000,阳光中的青时雨,918000,"治愈,恋爱,校园"
52000,189000,魔女的使命 OVA,1805000,"校园,魔法"
58000,209000,吸血鬼仆人,2073000,"漫画改,战斗,奇幻"
45000,189000,火之丸相扑,7320000,"热血,漫画改,运动"
401000,310000,高校星歌剧,6037000,"校园,音乐"
299000,309000,歌之☆王子殿下 真爱REVOLUTIONS,6575000,"音乐,声控,乙女,偶像"
34000,227000,女神异闻录3 剧场版 #1 Spring of Birth,1898000,"科幻,奇幻,战斗,校园"
2274,180000,体操武士,392000,"原创,运动"
29000,179000,千枪士,3227000,"乙女,游戏改"
96000,190000,超时空要塞 Frontier,3107000,"科幻,热血,机战,偶像"
15000,180000,你遭難了嗎？（僅限港澳台地區）,1197000,"漫画改,搞笑,萌系,日常"
42000,180000,青春歌舞伎,1888000,"校园,社团,励志"
93000,179000,学园天堂,2346000,日常
26000,247000,忍者少女千鸟,7435000,"漫画改,搞笑,泡面"
25000,520000,星际牛仔 天国之扉,1753000,"热血,科幻,时泪"
136000,1179000,蜡笔小新 第四季（中文）,15260000,搞笑
37000,256000,A3!满开剧团,2313000,"游戏改,偶像,音乐"
38000,2146000,告白实行委员会 嫉忌的答复,5220000,"恋爱,校园,声控"
46000,182000,Stories?of?Last?Letter,1391000,"奇幻,治愈,少女"
17000,184000,募恋英雄,2709000,"游戏改,恋爱,乙女,职场"
54000,193000,校园迷糊大王,2006000,"搞笑,日常"
58000,183000,红伤骑士X,2008000,"乙女,科幻,声控"
23000,183000,东京教父,1096000,"日常,治愈"
30000,1609000,魔法少女☆伊莉雅 OVA,2555000,"萌系,校园,少女,魔法"
125000,184000,怪盗圣少女,2765000,"萌系,少女,魔法"
41000,185000,MIX,6015000,"漫画改,运动,社团,恋爱"
15000,626000,圣诞之吻SS+ SP,2600000,"校园,日常,治愈"
77000,176000,机动战士高达,4194000,"科幻,热血"
96000,174000,BUDDY COMPLEX,2967000,"科幻,热血,机战,战斗"
26000,227000,笑对阴天,1232000,奇幻
53000,3354000,拜托了 爱因兹贝伦咨询室,4942000,"萌系,搞笑"
34000,176000,妖精的尾巴 剧场版 凤凰巫女,2230000,"奇幻,战斗,冒险"
8145,1365000,零之使魔～三美姬的轮舞～OVA,1980000,"奇幻,战斗,日常,架空"
19000,819000,花开伊吕波 Home Sweet Home,1044000,"催泪,日常,治愈,励志"
30000,176000,美妙射击部,2221000,"漫画改,萌系,运动,社团"
69000,1083000,星之梦～星之人～,1385000,催泪
71000,460000,Concrete Revolutio 超人幻想 第二季,3101000,"热血,奇幻,战斗"
51000,1941000,甘城光辉游乐园 SP 激动人心小剧场,3446000,"日常,治愈"
13000,177000,东京地震8.0,517000,"日常,催泪,原创"
60000,286000,梦王国与沉睡的100王子 短篇动画,2103000,"声控,泡面"
27000,178000,君吻Pure Rouge,1075000,"日常,恋爱,校园"
5853,178000,雨色可可side G,3113000,"日常,泡面,漫画改,萌系"
42000,238000,机动战士高达 雷霆宙域战线 第二季,3585000,机战
218000,890000,黑塔利亚 The Beautiful World 第5期,3749000,"萌系,日常,声控,泡面"
2322,179000,枕男子,376000,"日常,乙女"
65000,178000,空罐少女,1462000,日常
11000,168000,女神异闻录 -圣洁之魂-,1490000,"奇幻,战斗"
33000,167000,武装少女,2364000,"校园,战斗,漫画改"
41000,166000,TSUKIPRO,3078000,"音乐,偶像,原创"
278000,192000,KERORO军曹,7387000,"萌系,搞笑,泡面"
4119,168000,虫之歌,264000,"奇幻,战斗"
44000,836000,攻壳机动队 S.A.C. 2nd GIG,2859000,"科幻,热血,智斗"
32000,167000,魍魉之匣,1243000,智斗
13000,167000,特别的她,1043000,"日常,治愈,搞笑"
109000,1114000,黑子的篮球 LAST GAME,4990000,动画
16000,1253000,灼眼的夏娜 剧场版,923000,"校园,战斗,热血,小说改"
